accession,line_type,institution,location,expt_type,expt_id,farm_plantnum,plant_id,tray,row,column,germ,seed_total,outcome,parent_plant_id,comments
SALK_108849c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0369,BC_S11Farm_0369,T,,,Y,400,,,
SALK_108952c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0370,BC_S11Farm_0370,T,,,Y,200,,,
SALK_109010c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0371,BC_S11Farm_0371,T,,,Y,300,,,
SALK_109028c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0372,BC_S11Farm_0372,T,,,Y,100,,,
SALK_109114c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0373,BC_S11Farm_0373,T,,,Y,400,,,
SALK_109121c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0374,BC_S11Farm_0374,T,,,Y,200,,,
SALK_109161c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0033,BC_S11Farm_0033,T,,,N,,DNG,,
SALK_109179c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0375,BC_S11Farm_0375,T,,,Y,,,,
SALK_109205c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0376,BC_S11Farm_0376,T,,,Y,> 500,,,
SALK_109217c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0377,BC_S11Farm_0377,T,,,Y,500,,,
SALK_109368c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0034,BC_S11Farm_0034,T,,,N,,DNG,,
SALK_109391c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0378,BC_S11Farm_0378,T,,,Y,> 500,,,
SALK_109396c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0035,BC_S11Farm_0035,T,,,N,,DNG,,
SALK_109408c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0379,BC_S11Farm_0379,T,,,Y,,,,had flowers
SALK_109421c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0380,BC_S11Farm_0380,T,,,Y,500,,,flowering
SALK_109450c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0036,BC_S11Farm_0036,T,,,N,,DNG,,
SALK_109513c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0381,BC_S11Farm_0381,T,,,Y,500,,,
SALK_109554c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0382,BC_S11Farm_0382,T,,,Y,200,,,
SALK_109591c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0383,BC_S11Farm_0383,T,,,Y,500,,,
SALK_109596c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0037,BC_S11Farm_0037,T,,,N,,DNG,,
SALK_109611c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0384,BC_S11Farm_0384,T,,,Y,200,,,
SALK_109626c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0385,BC_S11Farm_0385,S,,,Y,500,,,
SALK_109745c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0386,BC_S11Farm_0386,S,,,Y,400,,,
SALK_109830c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0387,BC_S11Farm_0387,S,,,Y,50,,,stunted fruits
SALK_109844c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0388,BC_S11Farm_0388,S,,,Y,,,,
SALK_109908c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0389,BC_S11Farm_0389,S,,,Y,400,,,
SALK_109921c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0390,BC_S11Farm_0390,S,,,Y,> 500,,,
SALK_109946c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0391,BC_S11Farm_0391,S,,,Y,200,,,
SALK_109958c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0392,BC_S11Farm_0392,S,,,Y,500,,,
SALK_109969c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0449,BC_S11Farm_0449,S,,,Y,100,,,
SALK_110002c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0393,BC_S11Farm_0393,S,,,Y,,,,
SALK_110031c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0394,BC_S11Farm_0394,S,,,Y,400,,,
SALK_110046c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0395,BC_S11Farm_0395,S,,,Y,> 500,,,
SALK_110124c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0038,BC_S11Farm_0038,S,,,N,,DNG,,
SALK_110128c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0396,BC_S11Farm_0396,S,,,Y,200,,,
SALK_110138c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0039,BC_S11Farm_0039,S,,,Y,,INS_FRUIT,,
SALK_110145c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0397,BC_S11Farm_0397,S,,,Y,500,,,
SALK_110194c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0398,BC_S11Farm_0398,S,,,Y,100,,,"plant fungus-y, few seeds"
SALK_110253c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0399,BC_S11Farm_0399,S,,,Y,500,,,
SALK_110299c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0400,BC_S11Farm_0400,S,,,Y,300,,,
SALK_110320c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0401,BC_S11Farm_0401,S,,,Y,200,,,
SALK_110339c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0402,BC_S11Farm_0402,S,,,Y,> 500,,,
SALK_110348c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0403,BC_S11Farm_0403,S,,,Y,400,,,
SALK_110355c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0404,BC_S11Farm_0404,W,,,Y,400,,,
SALK_110440c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0450,BC_S11Farm_0450,W,,,Y,100,,,
SALK_110520c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0405,BC_S11Farm_0405,W,,,Y,200,,,
SALK_110534c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0040,BC_S11Farm_0040,W,,,Y,,INS_FRUIT,,no seeds
SALK_110551c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0406,BC_S11Farm_0406,W,,,Y,,,,
SALK_110563c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0407,BC_S11Farm_0407,W,,,Y,200,,,
SALK_110587c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0408,BC_S11Farm_0408,W,,,Y,300,,,
SALK_110590c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0409,BC_S11Farm_0409,W,,,Y,100,,,
SALK_110610c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0410,BC_S11Farm_0410,W,,,Y,50,,,
SALK_110684c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0411,BC_S11Farm_0411,W,,,Y,400,,,
SALK_110691c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0412,BC_S11Farm_0412,W,,,Y,100,,,full inf when found bolting
SALK_110696c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0413,BC_S11Farm_0413,W,,,Y,500,,,flowering
SALK_110713c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0414,BC_S11Farm_0414,W,,,Y,100,,,
SALK_110714c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0415,BC_S11Farm_0415,W,,,Y,400,,,
SALK_110809c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0041,BC_S11Farm_0041,W,,,N,,DNG,,plant growing too small to be correct SALK number
SALK_110830c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0416,BC_S11Farm_0416,W,,,Y,400,,,flowering
SALK_110861c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0417,BC_S11Farm_0417,W,,,Y,> 500,,,
SALK_110904c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0418,BC_S11Farm_0418,W,,,Y,400,,,
SALK_110906c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0419,BC_S11Farm_0419,W,,,Y,100,,,
SALK_110928c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0420,BC_S11Farm_0420,W,,,Y,200,,,
SALK_111020c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0042,BC_S11Farm_0042,W,,,N,,DNG,,
SALK_111046c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0043,BC_S11Farm_0043,V,,,Y,,DIED,,plant died
SALK_111091c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0421,BC_S11Farm_0421,V,,,Y,300,,,
SALK_111104c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0422,BC_S11Farm_0422,V,,,Y,500,,,
SALK_111105c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0423,BC_S11Farm_0423,V,,,Y,100,,,full inf when found bolting
SALK_111140c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0424,BC_S11Farm_0424,V,,,Y,200,,,
SALK_111173c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0044,BC_S11Farm_0044,V,,,N,,DNG,,found a plant; no record of germination
SALK_111176c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0425,BC_S11Farm_0425,V,,,Y,200,,,
SALK_111184c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0426,BC_S11Farm_0426,V,,,Y,50,,,full inf when found germinating
SALK_111188c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0427,BC_S11Farm_0427,V,,,Y,300,,,
SALK_111268c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0428,BC_S11Farm_0428,V,,,Y,400,,,
SALK_111270c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0429,BC_S11Farm_0429,V,,,Y,500,,,
SALK_111271c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0045,BC_S11Farm_0045,V,,,N,,DNG,,
SALK_111281c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0046,BC_S11Farm_0046,V,,,Y,,DIED,,looks like original plant died; growing plant not correct SALK #
SALK_111316c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0047,BC_S11Farm_0047,V,,,N,,DNG,,
SALK_111350c,RAND_BIN_LINE,BC,BC-GC1,DF,1,0048,BC_S11Farm_0048,V,,,N,,DNG,,
