accession,line_type,parent_id,institution,facility,expt_type,expt_ID,farm_plantnum,plant_id,tray,row,column,germ,fruit_quantity,tissue_collected,phyt_ttlgdfr,outcome,comments,REFARM?,REFARM_EXPTID,REFARM_COMMENTS,FARM1_ID,FARM1_OUTCOME,FARM1_NOTES,FARM2_ID,FARM2_OUTCOME,
SALK_008036C,SF03_REFARM,,CofC,NGH,SF,5,158,CofC_SF05_0158,5,H,2,Y,18,9/24/2012,,,,,,,,DNG,,,,
SALK_008037C,SF03_REFARM,,CofC,NGH,SF,5,151,CofC_SF05_0151,5,F,3,Y,30,9/24/2012,,,,,,,,DIED,,,,
SALK_008039C,SF03_REFARM,,CofC,NGH,SF,5,134,CofC_SF05_0134,5,B,2,Y,16,11/12/2012,,,,,,,,DNG,,,,
SALK_008088C,SF03_REFARM,,CofC,NGH,SF,5,12,CofC_SF05_0012,1,C,4,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008099C,SF03_REFARM,,CofC,NGH,SF,5,258,CofC_SF05_0258,9,A,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008113C,SF03_REFARM,,CofC,NGH,SF,5,101,CofC_SF05_0101,4,B,1,Y,18,9/24/2012,,,,,,,,DIED,,,,
SALK_008125C,SF03_REFARM,,CofC,NGH,SF,5,189,CofC_SF05_0189,6,H,1,Y,13,9/26/2012,,,,,,,,DNG,,,,
SALK_008201C,SF03_REFARM,,CofC,NGH,SF,5,142,CofC_SF05_0142,5,D,2,Y,24,9/24/2012,,,,,,,,DNG,,,,
SALK_008223C,SF03_REFARM,,CofC,NGH,SF,5,186,CofC_SF05_0186,6,G,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008247C,SF03_REFARM,,CofC,NGH,SF,5,282,CofC_SF05_0282,9,G,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008319C,SF03_REFARM,,CofC,NGH,SF,5,86,CofC_SF05_0086,3,F,2,Y,23,9/21/2012,,,,,,,,DNG,,,,
SALK_008329C,SF03_REFARM,,CofC,NGH,SF,5,234,CofC_SF05_0234,8,C,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008335C,SF03_REFARM,,CofC,NGH,SF,5,297,CofC_SF05_0297,10,C,1,Y,46,10/20/2012,,,,,,,,DNG,,,,
SALK_008365C,SF03_REFARM,,CofC,NGH,SF,5,56,CofC_SF05_0056,2,F,4,Y,25,9/21/2012,,,,,,,,DNG,,,,
SALK_008433C,SF03_REFARM,,CofC,NGH,SF,5,263,CofC_SF05_0263,9,B,3,Y,15,9/26/2012,,,,,,,,DNG,,,,
SALK_008458C,SF03_REFARM,,CofC,NGH,SF,5,162,CofC_SF05_0162,6,A,2,Y,15,9/24/2012,,,,,,,,DNG,,,,
SALK_008473C,SF03_REFARM,,CofC,NGH,SF,5,316,CofC_SF05_0316,10,G,4,Y,92,10/20/2012,,,,,,,,DIED,,,,
SALK_008526C,SF03_REFARM,,CofC,NGH,SF,5,21,CofC_SF05_0021,1,F,1,Y,23,9/21/2012,,,,,,,,DIED,,,,
SALK_008553C,SF03_REFARM,,CofC,NGH,SF,5,185,CofC_SF05_0185,6,G,1,Y,23,9/26/2012,,,,,,,,DNG,,,,
SALK_008594C,SF03_REFARM,,CofC,NGH,SF,5,285,CofC_SF05_0285,9,H,1,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008646C,SF03_REFARM,,CofC,NGH,SF,5,117,CofC_SF05_0117,4,F,1,Y,19,9/24/2012,,,,,,,,DIED,,,,
SALK_008667C,SF03_REFARM,,CofC,NGH,SF,5,163,CofC_SF05_0163,6,A,3,Y,24,9/24/2012,,,,,,,,DNG,,,,
SALK_008680C,SF03_REFARM,,CofC,NGH,SF,5,137,CofC_SF05_0137,5,C,1,Y,52,9/24/2012,,,Illegible comment upper right corner of the raw data sheet ,,,,,DIED,,,,
SALK_008708C,SF03_REFARM,,CofC,NGH,SF,5,59,CofC_SF05_0059,2,G,3,Y,25,9/21/2012,,,,,,,,DIED,,,,
SALK_008736C,SF03_REFARM,,CofC,NGH,SF,5,135,CofC_SF05_0135,5,B,3,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008753C,SF03_REFARM,,CofC,NGH,SF,5,20,CofC_SF05_0020,1,E,4,Y,25,9/21/2012,,,,,,,,DNG,,,,
SALK_008757C,SF03_REFARM,,CofC,NGH,SF,5,299,CofC_SF05_0299,10,C,3,Y,37,10/20/2012,,,,,,,,DNG,,,,
SALK_008775C,SF03_REFARM,,CofC,NGH,SF,5,144,CofC_SF05_0144,5,D,4,Y,47,9/24/2012,,,,,,,,DIED,,,,
SALK_008867C,SF03_REFARM,,CofC,NGH,SF,5,152,CofC_SF05_0152,5,F,4,Y,33,9/24/2012,,,,,,,,DNG,,,,
SALK_008946C,SF03_REFARM,,CofC,NGH,SF,5,222,CofC_SF05_0222,7,H,2,Y,42,9/26/2012,,,,,,,,DNG,,,,
SALK_008982C,SF03_REFARM,,CofC,NGH,SF,5,318,CofC_SF05_0318,10,H,2,Y,30,10/20/2012,,,,,,,,DNG,,,,
SALK_008995C,SF03_REFARM,,CofC,NGH,SF,5,296,CofC_SF05_0296,10,B,4,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_008996C,SF03_REFARM,,CofC,NGH,SF,5,127,CofC_SF05_0127,4,H,3,Y,17,10/20/2012,,,,,,,,DNG,,,,
SALK_009003C,SF03_REFARM,,CofC,NGH,SF,5,171,CofC_SF05_0171,6,C,3,Y,22,9/26/2012,,,,,,,,DIED,,,,
SALK_009163C,SF03_REFARM,,CofC,NGH,SF,5,167,CofC_SF05_0167,6,B,3,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_009405C,SF03_REFARM,,CofC,NGH,SF,5,38,CofC_SF05_0038,2,B,2,Y,13,9/21/2012,,,,,,,,DNG,,,,
SALK_009495C,SF03_REFARM,,CofC,NGH,SF,5,28,CofC_SF05_0028,1,G,4,Y,17,9/21/2012,,,,,,,,DNG,,,,
SALK_009512C,SF03_REFARM,,CofC,NGH,SF,5,174,CofC_SF05_0174,6,D,2,Y,26,9/26/2012,,,,,,,,DIED,,,,
SALK_009536C,SF03_REFARM,,CofC,NGH,SF,5,240,CofC_SF05_0240,8,D,4,Y,29,9/26/2012,,,,,,,,DNG,,,,
SALK_009538C,SF03_REFARM,,CofC,NGH,SF,5,168,CofC_SF05_0168,6,B,4,Y,23,9/24/2012,,,,,,,,DNG,,,,
SALK_009619C,SF03_REFARM,,CofC,NGH,SF,5,29,CofC_SF05_0029,1,H,1,Y,20,9/21/2012,,,,,,,,DNG,,,,
SALK_009697C,SF03_REFARM,,CofC,NGH,SF,5,279,CofC_SF05_0279,9,F,3,Y,30,10/20/2012,,,,,,,,DNG,,,,
SALK_009751C,SF03_REFARM,,CofC,NGH,SF,5,103,CofC_SF05_0103,4,B,3,Y,21,9/24/2012,,,,,,,,DNG,,,,
SALK_009792C,SF03_REFARM,,CofC,NGH,SF,5,215,CofC_SF05_0215,7,F,3,Y,32,9/26/2012,,,,,,,,DNG,,,,
SALK_009798C,SF03_REFARM,,CofC,NGH,SF,5,265,CofC_SF05_0265,9,C,1,Y,20,9/26/2012,,,,,,,,DIED,,,,
SALK_009800C,SF03_REFARM,,CofC,NGH,SF,5,58,CofC_SF05_0058,2,G,2,Y,22,9/21/2012,,,,,,,,DIED,,,,
SALK_009918C,SF03_REFARM,,CofC,NGH,SF,5,114,CofC_SF05_0114,4,E,2,Y,22,9/24/2012,,,,,,,,DNG,,,,
SALK_009930C,SF03_REFARM,,CofC,NGH,SF,5,34,CofC_SF05_0034,2,A,2,Y,16,9/21/2012,,,,,,,,DNG,,,,
SALK_010684C,SF03_REFARM,,CofC,NGH,SF,5,268,CofC_SF05_0268,9,C,4,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_010693C,SF03_REFARM,,CofC,NGH,SF,5,11,CofC_SF05_0011,1,C,3,Y,28,11/12/2012,,,,,,,,DNG,,,,
SALK_010711C,SF03_REFARM,,CofC,NGH,SF,5,66,CofC_SF05_0066,3,A,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_010765C,SF03_REFARM,,CofC,NGH,SF,5,270,CofC_SF05_0270,9,D,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_010803C,SF03_REFARM,,CofC,NGH,SF,5,232,CofC_SF05_0232,8,B,4,Y,19,9/26/2012,,,,,,,,DNG,,,,
SALK_010898C,SF03_REFARM,,CofC,NGH,SF,5,266,CofC_SF05_0266,9,C,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_010911C,SF03_REFARM,,CofC,NGH,SF,5,15,CofC_SF05_0015,1,D,3,Y,22,?,,,,,,,,DNG,,,,
SALK_011139C,SF03_REFARM,,CofC,NGH,SF,5,207,CofC_SF05_0207,7,D,3,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_011194C,SF03_REFARM,,CofC,NGH,SF,5,81,CofC_SF05_0081,3,E,1,Y,32,9/21/2012,,,,,,,,DIED,,,,
SALK_011253C,SF03_REFARM,,CofC,NGH,SF,5,243,CofC_SF05_0243,8,E,3,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_011266C,SF03_REFARM,,CofC,NGH,SF,5,65,CofC_SF05_0065,3,A,1,N,,,,DNG,NO PLANT,Y,,,,DIED,,,,
SALK_011420C,SF03_REFARM,,CofC,NGH,SF,5,165,CofC_SF05_0165,6,B,1,Y,21,9/24/2012,,,,,,,,DIED,,,,
SALK_011488C,SF03_REFARM,,CofC,NGH,SF,5,255,CofC_SF05_0255,8,H,3,Y,30,9/26/2012,,,,,,,,DIED,,,,
SALK_011535C,SF03_REFARM,,CofC,NGH,SF,5,42,CofC_SF05_0042,2,C,2,Y,23,9/21/2012,,,,,,,,DNG,,,,
SALK_011633C,SF03_REFARM,,CofC,NGH,SF,5,70,CofC_SF05_0070,3,B,2,Y,20,9/21/2012,,,,,,,,DIED,,,,
SALK_011649C,SF03_REFARM,,CofC,NGH,SF,5,172,CofC_SF05_0172,6,C,4,Y,18,9/26/2012,,,,,,,,DNG,,,,
SALK_011689C,SF03_REFARM,,CofC,NGH,SF,5,190,CofC_SF05_0190,6,H,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DIED,,,,
SALK_011879C,SF03_REFARM,,CofC,NGH,SF,5,306,CofC_SF05_0306,10,E,2,Y,53,10/20/2012,,,,,,,,DIED,,,,
SALK_011892C,SF03_REFARM,,CofC,NGH,SF,5,150,CofC_SF05_0150,5,F,2,Y,20,9/24/2012,,,,,,,,DIED,,,,
SALK_011908C,SF03_REFARM,,CofC,NGH,SF,5,252,CofC_SF05_0252,8,G,4,Y,26,9/26/2012,,,,,,,,DNG,,,,
SALK_011915C,SF03_REFARM,,CofC,NGH,SF,5,128,CofC_SF05_0128,4,H,4,Y,26,9/24/2012,,,,,,,,DNG,,,,
SALK_011921C,SF03_REFARM,,CofC,NGH,SF,5,124,CofC_SF05_0124,4,G,4,Y,24,10/20/2012,,,,,,,,DNG,,,,
SALK_011937C,SF03_REFARM,,CofC,NGH,SF,5,307,CofC_SF05_0307,10,E,3,Y,34,10/20/2012,,,,,,,,DIED,,,,
SALK_011991C,SF03_REFARM,,CofC,NGH,SF,5,284,CofC_SF05_0284,9,G,4,Y,32,10/20/2012,,,,,,,,DNG,,,,
SALK_012058C,SF03_REFARM,,CofC,NGH,SF,5,53,CofC_SF05_0053,2,F,1,Y,32,9/21/2012,,,,,,,,DNG,,,,
SALK_012134C,SF03_REFARM,,CofC,NGH,SF,5,94,CofC_SF05_0094,3,H,2,Y,22,9/21/2012,,,,,,,,DNG,,,,
SALK_012142C,SF03_REFARM,,CofC,NGH,SF,5,187,CofC_SF05_0187,6,G,3,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DIED,,,,
SALK_012144C,SF03_REFARM,,CofC,NGH,SF,5,275,CofC_SF05_0275,9,E,3,Y,23,10/20/2012,,,,,,,,DIED,,,,
SALK_012211C,SF03_REFARM,,CofC,NGH,SF,5,274,CofC_SF05_0274,9,E,2,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DIED,,,,
SALK_022035C,SF03_REFARM,,CofC,NGH,SF,5,60,CofC_SF05_0060,2,G,4,N,,,,DNG,NO PLANT,Y,,,,DIED,,,,
SALK_029203C,SF03_REFARM,,CofC,NGH,SF,5,116,CofC_SF05_0116,4,E,4,Y,21,9/24/2012,,,,,,,,DNG,,,,
SALK_031635C,SF03_REFARM,,CofC,NGH,SF,5,204,CofC_SF05_0204,7,C,4,N,,,,DNG,DID NOT BOLT (but says did not germinate in germination data),Y,,,,DIED,,,,
SALK_043342C,SF03_REFARM,,CofC,NGH,SF,5,245,CofC_SF05_0245,8,F,1,Y,14,10/20/2012,,,,,,,,DNG,,,,
SALK_043857C,SF03_REFARM,,CofC,NGH,SF,5,259,CofC_SF05_0259,9,A,3,Y,,,,,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_046157C,SF03_REFARM,,CofC,NGH,SF,5,210,CofC_SF05_0210,7,E,2,Y,15,9/26/2012,,,,,,,,DNG,,,,
SALK_048175C,SF03_REFARM,,CofC,NGH,SF,5,107,CofC_SF05_0107,4,C,3,Y,15,10/20/2012,,,,,,,,DNG,,,,
SALK_048558C,SF03_REFARM,,CofC,NGH,SF,5,77,CofC_SF05_0077,3,D,1,N,,,,DNG,NO PLANT,Y,,,,DIED,,,,
SALK_048970C,SF03_REFARM,,CofC,NGH,SF,5,154,CofC_SF05_0154,5,G,2,Y,18,9/24/2012,,,,,,,,DNG,,,,
SALK_054167C,SF03_REFARM,,CofC,NGH,SF,5,129,CofC_SF05_0129,5,A,1,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_057798C,SF03_REFARM,,CofC,NGH,SF,5,37,CofC_SF05_0037,2,B,1,Y,25,9/21/2012,,,,,,,,DNG,,,,
SALK_057987C,SF03_REFARM,,CofC,NGH,SF,5,277,CofC_SF05_0277,9,F,1,N,,,,DNG,NO PLANT,N,,2nd Farm Fail,,DNG,,,,
SALK_077684C,SF03_REFARM,,CofC,NGH,SF,5,18,CofC_SF05_0018,1,E,2,Y,20,11/12/2012,,,,,,,,DNG,,,,
SALK_079193C,SF03_REFARM,,CofC,NGH,SF,5,244,CofC_SF05_0244,8,E,4,Y,13,10/20/2012,,,,,,,,DNG,,,,
SALK_112078C,SF03_REFARM,,CofC,NGH,SF,5,273,CofC_SF05_0273,9,E,1,Y,31,10/20/2012,,,,,,,,DNG,,,,
SALK_113460C,SF03_REFARM,,CofC,NGH,SF,5,248,CofC_SF05_0248,8,F,4,Y,18,9/26/2012,,,,,,,,DNG,,,,
SALK_116061C,SF03_REFARM,,CofC,NGH,SF,5,132,CofC_SF05_0132,5,A,4,Y,27,9/24/2012,,,,,,,,DNG,,,,
SALK_123484C,SF03_REFARM,,CofC,NGH,SF,5,209,CofC_SF05_0209,7,E,1,Y,36,9/26/2012,,,,,,,,DNG,,,,
SALK_138692C,SF03_REFARM,,CofC,NGH,SF,5,283,CofC_SF05_0283,9,G,3,Y,36,10/20/2012,,,,,,,,DNG,,,,
SALK_141473C,SF03_REFARM,,CofC,NGH,SF,5,199,CofC_SF05_0199,7,B,3,N,,,,DNG,,N,,2nd Farm Fail,,DNG,,,,
SALK_005190C,SUMMER11_REFARM,CofC_S11Farm_0053,CofC,NGH,SF,5,239,CofC_SF05_0239,8,D,3,Y,28,9/26/2012,,,,,,,,INS-FRUIT,,,,
SALK_016798C,SUMMER11_REFARM,CofC_S11Farm_0178,CofC,NGH,SF,5,45,CofC_SF05_0045,2,D,1,Y,21,9/21/2012,,,,,,,,INS-FRUIT,,,,
SALK_021394C,SUMMER11_REFARM,CofC_S11Farm_0249,CofC,NGH,SF,5,200,CofC_SF05_0200,7,B,4,Y,23,?,,,,,,,,INS-FRUIT,,,,
SALK_021924C,SUMMER11_REFARM,CofC_S11Farm_0255,CofC,NGH,SF,5,295,CofC_SF05_0295,10,B,3,Y,44,10/20/2012,,,,,,,,INS-FRUIT,,,,
SALK_039456C,SUMMER11_REFARM,CofC_S11Farm_0494,CofC,NGH,SF,5,315,CofC_SF05_0315,10,G,3,Y,103,10/20/2012,,,,,,,,INS-FRUIT,,,,
SALK_040296C,SUMMER11_REFARM,CofC_S11Farm_0506,CofC,NGH,SF,5,181,CofC_SF05_0181,6,F,1,Y,15,9/26/2012,,,,,,,,INS-FRUIT,,,,
SALK_046180C,SUMMER11_REFARM,CofC_S11Farm_0577,CofC,NGH,SF,5,131,CofC_SF05_0131,5,A,3,N,,,,DNG,NO PLANT,Y,,,,INS-FRUIT,,,,
SALK_053489C,SUMMER11_REFARM,CofC_S11Farm_0648,CofC,NGH,SF,5,305,CofC_SF05_0305,10,E,1,Y,55,10/20/2012,,,,,,,,INS-FRUIT,,,,
SALK_055818C,SUMMER11_REFARM,CofC_S11Farm_0667,CofC,NGH,SF,5,143,CofC_SF05_0143,5,D,3,Y,35,9/24/2012,,,*was previously labeled #1 (no A, B),,,,,INS-FRUIT,,,
SALK_057893C,SUMMER11_REFARM,CofC_S11Farm_0682,CofC,NGH,SF,5,178,CofC_SF05_0178,6,E,2,Y,24,9/26/2012,,,,,,,,INS-FRUIT,,,,
SALK_061326C,SUMMER11_REFARM,CofC_S11Farm_0716,CofC,NGH,SF,5,92,CofC_SF05_0092,3,G,4,Y,24,9/4/2012,,,,,,,,INS-FRUIT,,,,
SALK_066577C,SUMMER11_REFARM,CofC_S11Farm_0776,CofC,NGH,SF,5,122,CofC_SF05_0122,4,G,2,Y,28,9/24/2012,,,,,,,,INS-FRUIT,,,,
SALK_070506C,SUMMER11_REFARM,CofC_S11Farm_0834,CofC,NGH,SF,5,91,CofC_SF05_0091,3,G,3,N,,,,DNG,NO PLANT,Y,,,,INS-FRUIT,,,,
SALK_074601C,SUMMER11_REFARM,CofC_S11Farm_0873,CofC,NGH,SF,5,83,CofC_SF05_0083,3,E,3,Y,19,9/21/2012,,,,,,,,INS-FRUIT,,,,
SALK_075261C,SUMMER11_REFARM,CofC_S11Farm_0879,CofC,NGH,SF,5,290,CofC_SF05_0290,10,A,2,Y,50,10/20/2012,,,*Data sheet says tissue collected on 8/20 - typo, should read 10/20,,,,,LINE CONFUSION,,,
SALK_094864C,SUMMER11_REFARM,CofC_S11Farm_1151,CofC,NGH,SF,5,36,CofC_SF05_0036,2,A,4,Y,24,9/21/2012,,,,,,,,LINE CONFUSION,,,,
SALK_097435C,SUMMER11_REFARM,CofC_S11Farm_1180,CofC,NGH,SF,5,220,CofC_SF05_0220,7,G,4,N,,,,DNG,NO PLANT,Y,,,,LINE CONFUSION,,,,
SALK_099847C,SUMMER11_REFARM,CofC_S11Farm_1219,CofC,NGH,SF,5,166,CofC_SF05_0166,6,B,2,Y,20,9/24/2012,,,,,,,,LINE CONFUSION,,,,
SALK_106920C,SUMMER11_REFARM,CofC_S11Farm_1322,CofC,NGH,SF,5,231,CofC_SF05_0231,8,B,3,Y,17,9/26/2012,,,,,,,,LINE CONFUSION,,,,
SALK_106983C,SUMMER11_REFARM,CofC_S11Farm_1331,CofC,NGH,SF,5,208,CofC_SF05_0208,7,D,4,Y,32,9/26/2012,,,,,,,,LINE CONFUSION,,,,
SALK_110563C,SUMMER11_REFARM,CofC_S11Farm_1366,CofC,NGH,SF,5,300,CofC_SF05_0300,10,C,4,Y,40,10/20/2012,,,*was previously labeled #1 (no A, B),,,,,LINE CONFUSION,,,
SALK_113587C,SUMMER11_REFARM,CofC_S11Farm_1408,CofC,NGH,SF,5,180,CofC_SF05_0180,6,E,4,Y,24,9/26/2012,,,*was previously labeled #1 (no A, B),,,,,LINE CONFUSION,,,
SALK_113836C,SUMMER11_REFARM,CofC_S11Farm_1414,CofC,NGH,SF,5,304,CofC_SF05_0304,10,D,4,Y,42,10/20/2012,,,*was previously labeled #1 (no A, B),,,,,INS-FRUIT,,,
SALK_120399C,SUMMER11_REFARM,CofC_S11Farm_1492,CofC,NGH,SF,5,280,CofC_SF05_0280,9,F,4,Y,33,10/20/2012,,,,,,,,INS-FRUIT,,,,
SALK_124231C,SUMMER11_REFARM,CofC_S11Farm_1526,CofC,NGH,SF,5,160,CofC_SF05_0160,5,H,4,Y,24,9/24/2012,,,,,,,,INS-FRUIT,,,,
SALK_127191C,SUMMER11_REFARM,CofC_S11Farm_1556,CofC,NGH,SF,5,102,CofC_SF05_0102,4,B,2,Y,12,9/24/2012,,,Fruits small, many aborted fruits on the plant,,,,,INS-FRUIT,,,
SALK_129849C,SUMMER11_REFARM,CofC_S11Farm_1589,CofC,NGH,SF,5,138,CofC_SF05_0138,5,C,2,Y,28,9/24/2012,,,,,,,,INS-FRUIT,,,,
SALK_136734C,SUMMER11_REFARM,CofC_S11Farm_1651,CofC,NGH,SF,5,205,CofC_SF05_0205,7,D,1,Y,22,9/26/2012,,,,,,,,INS-FRUIT,,,,
SALK_139678C,SUMMER11_REFARM,CofC_S11Farm_1679,CofC,NGH,SF,5,46,CofC_SF05_0046,2,D,2,Y,22,9/21/2012,,,,,,,,INS-FRUIT,,,,
SALK_140054C,SUMMER11_REFARM,CofC_S11Farm_1692,CofC,NGH,SF,5,251,CofC_SF05_0251,8,G,3,Y,20,9/26/2012,,,,,,,,INS-FRUIT,,,,
