accession,plant_num,plant_id,institution,expt_type,expt_ID,tray,row,column,parent_plant_id,facility,seed_stock_location,seed_quantity,isolation_id,comments,comments.orig,used_in_exptID
SALK_115466C,1,CofC_S11Farm_1438,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_9,20,,plantum=1|  other comments ,,
SALK_115466C,2,CofC_S11Farm_1439,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_41,>>100,I12-W06-2,plantum=2|  other comments ,,
SALK_115466C,2H,CofC_S11Farm_1440,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_74,90,I12-G06-6,plantum=2H|  other comments ,,
SALK_115494C,1,CofC_S11Farm_1441,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_38,10,I11-V13-7,plantum=1|  other comments ,,
SALK_115812C,1,CofC_S11Farm_1442,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_11,30,,plantum=1|  other comments ,,
SALK_116433C,1,CofC_S11Farm_1443,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_3,>100,,plantum=1|  other comments ,,
SALK_116433C,2,CofC_S11Farm_1444,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_23,100,I11-G05-10,plantum=2|  other comments ,,
SALK_116433C,1H,CofC_S11Farm_1445,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_47,100,,plantum=1H|  other comments ,,
SALK_116952C,1A,CofC_S11Farm_1446,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_43,50,,plantum=1A|  other comments ,,
SALK_116952C,1B,CofC_S11Farm_1447,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_32,200,,plantum=1B|  other comments ,,
SALK_116952C,2A,CofC_S11Farm_1448,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_48,30,,plantum=2A|  other comments ,,
SALK_116952C,2B,CofC_S11Farm_1449,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_39,130,I12-G03-19,plantum=2B|  other comments ,,
SALK_116968C,2,CofC_S11Farm_1450,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_37,50,,plantum=2|  other comments ,,
SALK_116968C,1A,CofC_S11Farm_1451,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_41,50,,plantum=1A|  other comments ,,
SALK_116968C,1B,CofC_S11Farm_1452,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_66,80,I11-G05-17,plantum=1B|  other comments ,,
SALK_116974C,1,CofC_S11Farm_1453,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_17,20,I11-V11-5,plantum=1|  other comments ,,
SALK_117006C,,CofC_S11Farm_1454,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_117259C,1,CofC_S11Farm_1455,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_25,40,I12-G04-27,plantum=1|  other comments ,,
SALK_117808C,1,CofC_S11Farm_1456,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_8,>100,I12-V04-14,plantum=1|  other comments ,,
SALK_118043C,1,CofC_S11Farm_1457,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_42,75,,plantum=1|  other comments ,,
SALK_118043C,2A,CofC_S11Farm_1458,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_39,50,,plantum=2A|  other comments ,,
SALK_118043C,2B,CofC_S11Farm_1459,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_46,30,,plantum=2B|  other comments ,,
SALK_118043C,2H,CofC_S11Farm_1460,CofC,DF,1,,,,,NGH-COFC,,,I12-V02-1,plantum=2H|  other comments ,,
SALK_118188C,2,CofC_S11Farm_1461,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_1,80,,plantum=2|  other comments ,,
SALK_118188C,1A,CofC_S11Farm_1462,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_46,80,,plantum=1A|  other comments ,,
SALK_118188C,1B,CofC_S11Farm_1463,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_15,60,I12-G02-9,plantum=1B|  other comments ,,
SALK_118311C,1A,CofC_S11Farm_1464,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_28,100,,plantum=1A|  other comments tissue in CONFL box,tissue in CONFL box,
SALK_118311C,1B,CofC_S11Farm_1465,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_77,150,,plantum=1B|  other comments tissue in Box F,tissue in Box F,
SALK_118311C,2A,CofC_S11Farm_1466,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_79,60,,plantum=2A|  other comments ,,
SALK_118515C,1,CofC_S11Farm_1467,CofC,DF,1,,,,,NGH-COFC,,,I11-V12-1,plantum=1|  other comments ,,
SALK_118611C,1,CofC_S11Farm_1468,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_63,15,I11-V08-7,plantum=1|  other comments ,,
SALK_118611C,2B,CofC_S11Farm_1469,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_70,>100,I12-G06-26,plantum=2B|  other comments ,,
SALK_118842C,1,CofC_S11Farm_1470,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_73,100,I12-G05-10,plantum=1|  other comments ,,
SALK_118842C,2A,CofC_S11Farm_1471,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_74,75,,plantum=2A|  other comments ,,
SALK_118842C,2B,CofC_S11Farm_1472,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_46,50,,plantum=2B|  other comments ,,
SALK_118900C,1,CofC_S11Farm_1473,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_62,100,,plantum=1|  other comments ,,
SALK_118900C,2,CofC_S11Farm_1474,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_24,20,I12-K06-4,plantum=2|  other comments ,,
SALK_118900C,1H,CofC_S11Farm_1475,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1H|  other comments ,,
SALK_119084C,1,CofC_S11Farm_1476,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_34,10,I12-K13-7,plantum=1|  other comments ,,
SALK_119243C,,CofC_S11Farm_1477,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_119346C,1,CofC_S11Farm_1478,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_39,50,I12-K13-16,plantum=1|  other comments ,,
SALK_119346C,2,CofC_S11Farm_1479,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_38,100,,plantum=2|  other comments ,,
SALK_119457C,,CofC_S11Farm_1480,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_119497C,1,CofC_S11Farm_1481,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_3,,,plantum=1|  other comments ,,
SALK_119497C,2,CofC_S11Farm_1482,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_70,200,I12-G02-28,plantum=2|  other comments ,,
SALK_119497C,1H,CofC_S11Farm_1483,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_39,80,,plantum=1H|  other comments ,,
SALK_119499C,1,CofC_S11Farm_1484,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_69,>100,I12-K04-1,plantum=1|  other comments ,,
SALK_119578C,1,CofC_S11Farm_1485,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_119578C,2,CofC_S11Farm_1486,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_1,>100,I11-G03-7,plantum=2|  other comments ,,
SALK_119591C,1,CofC_S11Farm_1487,CofC,DF,1,,,,,NGH-COFC,Hanna_Box03_1,>100,I12-V04-10,plantum=1|  other comments ,,
SALK_119765C,1,CofC_S11Farm_1488,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_39,100,I12-W05-22,plantum=1|  other comments previously mislabeled as SALK_115765C,previously mislabeled as SALK_115765C,
SALK_120003C,,CofC_S11Farm_1489,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_120377C,,CofC_S11Farm_1490,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_120399C,1,CofC_S11Farm_1491,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_68,>100,,plantum=1|  other comments ,,
SALK_120399C,2,CofC_S11Farm_1492,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_74,20,I11-W02-15,plantum=2|  other comments ,,
SALK_120399C,3,CofC_S11Farm_1493,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_63,50,,plantum=3|  other comments ,,
SALK_120783C,1,CofC_S11Farm_1494,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_28,60,I11-W03-16,plantum=1|  other comments ,,
SALK_120783C,2,CofC_S11Farm_1495,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_29,50,I11-G03-12,plantum=2|  other comments ,,
SALK_120849C,1,CofC_S11Farm_1496,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_54,100,I11-W01-1,plantum=1|  other comments ,,
SALK_121097C,1,CofC_S11Farm_1497,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_71,100,,plantum=1|  other comments ,,
SALK_121097C,2,CofC_S11Farm_1498,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_73,100,I12-V02-8,plantum=2|  other comments ,,
SALK_121158C,1,CofC_S11Farm_1499,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_69,>100,I11-V10-14,plantum=1|  other comments ,,
SALK_121158C,2,CofC_S11Farm_1500,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_5,100,I12-G06-3,plantum=2|  other comments ,,
SALK_121473C,,CofC_S11Farm_1501,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_121735C,1,CofC_S11Farm_1502,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_27,50,I11-V07-1,plantum=1|  other comments ,,
SALK_121735C,1H,CofC_S11Farm_1503,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_78,>100,I12-G06-1,plantum=1H|  other comments ,,
SALK_121735C,2A,CofC_S11Farm_1504,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_50,>100,I11-G02-6,plantum=2A|  other comments ,,
SALK_121735C,2B,CofC_S11Farm_1505,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_15,30,,plantum=2B|  other comments ,,
SALK_121760C,2,CofC_S11Farm_1506,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_1,10,,plantum=2|  other comments ,,
SALK_121760C,1A,CofC_S11Farm_1507,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_59,>100,I12-W05-5,plantum=1A|  other comments ,,
SALK_121760C,1B,CofC_S11Farm_1508,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_81,50,,plantum=1B|  other comments ,,
SALK_121760C,2H,CofC_S11Farm_1509,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_57,>100,I12-V02-30,plantum=2H|  other comments ,,
SALK_122006C,1A,CofC_S11Farm_1510,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_37,>100,,plantum=1A|  other comments ,,
SALK_122006C,1B,CofC_S11Farm_1511,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_3,170,I12-G02-30,plantum=1B|  other comments ,,
SALK_122006C,2A,CofC_S11Farm_1512,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_72,100,,plantum=2A|  other comments ,,
SALK_122006C,2B,CofC_S11Farm_1513,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_8,90,,plantum=2B|  other comments ,,
SALK_122041C,1,CofC_S11Farm_1514,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_69,60,,plantum=1|  other comments ,,
SALK_122041C,2,CofC_S11Farm_1515,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_75,100,I12-W05-16,plantum=2|  other comments ,,
SALK_122287C,1,CofC_S11Farm_1516,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_122287C,2,CofC_S11Farm_1517,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_81,60,,plantum=2|  other comments ,,
SALK_122287C,1H,CofC_S11Farm_1518,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_1,>100,I12-K03-13,plantum=1H|  other comments ,,
SALK_123433C,1,CofC_S11Farm_1519,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_25,60,,plantum=1|  other comments ,,
SALK_123433C,2,CofC_S11Farm_1520,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_12,30,I11-V10-10,plantum=2|  other comments ,,
SALK_123433C,1H,CofC_S11Farm_1521,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1H|  other comments ,,
SALK_123655C,,CofC_S11Farm_1522,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_123690C,,CofC_S11Farm_1523,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_124095C,,CofC_S11Farm_1524,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_124231C,1,CofC_S11Farm_1525,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_26,150,,plantum=1|  other comments ,,
SALK_124231C,2,CofC_S11Farm_1526,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_78,30,I11-G01-16,plantum=2|  other comments ,,
SALK_124231C,1H,CofC_S11Farm_1528,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_65,>100,I12-G06-7,plantum=1H|  other comments ,,
SALK_124383C,,CofC_S11Farm_1529,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_124662C,1,CofC_S11Farm_1530,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_29,40,,plantum=1|  other comments tissue in Box I,tissue in Box I,
SALK_124662C,2,CofC_S11Farm_1531,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_36,50,,plantum=2|  other comments tissue in Box J,tissue in Box J,
SALK_124719C,1A,CofC_S11Farm_1532,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_2,>100,I12-V03-14,plantum=1A|  other comments ,,
SALK_124719C,1B,CofC_S11Farm_1533,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_40,50,,plantum=1B|  other comments ,,
SALK_124719C,2A,CofC_S11Farm_1534,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_32,>100,I12-G05-4,plantum=2A|  other comments ,,
SALK_124719C,2B,CofC_S11Farm_1535,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_49,30,,plantum=2B|  other comments ,,
SALK_125401C,1,CofC_S11Farm_1536,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_125401C,2,CofC_S11Farm_1537,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_23,70,I12-K05-8,plantum=2|  other comments ,,
SALK_125401C,3,CofC_S11Farm_1538,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_27,10,,plantum=3|  other comments ,,
SALK_125473C,1,CofC_S11Farm_1539,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_32,>100,,plantum=1|  other comments ,,
SALK_125473C,2,CofC_S11Farm_1540,CofC,DF,1,,,,,NGH-COFC,,,I12-L02-2,plantum=2|  other comments ,,
SALK_126593C,1,CofC_S11Farm_1541,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_80,100,,plantum=1|  other comments ,,
SALK_126593C,2,CofC_S11Farm_1542,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_76,100,I12-G05-18,plantum=2|  other comments ,,
SALK_126600C,1,CofC_S11Farm_1543,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_67,>100,I11-V08-8,plantum=1|  other comments ,,
SALK_126799C,,CofC_S11Farm_1544,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_126907C,1,CofC_S11Farm_1545,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_28,50,I11-V11-10,plantum=1|  other comments ,,
SALK_126907C,2,CofC_S11Farm_1546,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_75,>100,I11-V11-9,plantum=2|  other comments ,,
SALK_127016C,1A,CofC_S11Farm_1547,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_31,100,,plantum=1A|  other comments ,,
SALK_127016C,1B,CofC_S11Farm_1548,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_40,50,I12-V03-13,plantum=1B|  other comments ,,
SALK_127100C,1,CofC_S11Farm_1549,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_48,100,I11-G02-22,plantum=1|  other comments ,,
SALK_127101C,2,CofC_S11Farm_1550,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_27,>100,,plantum=2|  other comments ,,
SALK_127101C,1A,CofC_S11Farm_1551,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_24,10,,plantum=1A|  other comments ,,
SALK_127101C,1B,CofC_S11Farm_1552,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_127101C,1H,CofC_S11Farm_1553,CofC,DF,1,,,,,NGH-COFC,,,I12-K03-3,plantum=1H|  other comments ,,
SALK_127101C,2H,CofC_S11Farm_1554,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_127191C,1A,CofC_S11Farm_1555,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_49,35,,plantum=1A|  other comments ,,
SALK_127191C,1B,CofC_S11Farm_1556,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_46,2,I12-K02-13,plantum=1B|  other comments ,,
SALK_127191C,1H,CofC_S11Farm_1557,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1H|  other comments ,,
SALK_127191C,2A,CofC_S11Farm_1558,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_47,50,,plantum=2A|  other comments ,,
SALK_127191C,2H,CofC_S11Farm_1559,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_127261C,1,CofC_S11Farm_1560,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_75,100,I12-V02-6,plantum=1|  other comments ,,
SALK_127261C,2,CofC_S11Farm_1561,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_32,20,I12-K06-8,plantum=2|  other comments ,,
SALK_127456C,1A,CofC_S11Farm_1562,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_34,>100,,"plantum=1A|  other comments tissue both labeled #1, cannot distinguish","tissue both labeled #1, cannot distinguish",
SALK_127456C,1B,CofC_S11Farm_1563,CofC,DF,1,,,,,NGH-COFC,Hanna_Box03_13,100,,"plantum=1B|  other comments tissue both labeled #1, cannot distinguish","tissue both labeled #1, cannot distinguish",
SALK_127838C,1,CofC_S11Farm_1564,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_17,>100,I12-G06-12,plantum=1|  other comments ,,
SALK_127838C,2,CofC_S11Farm_1565,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_39,50,I12-K04-12,plantum=2|  other comments ,,
SALK_127838C,3,CofC_S11Farm_1566,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_70,20,,plantum=3|  other comments ,,
SALK_128309C,1A,CofC_S11Farm_1567,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_41,70,,plantum=1A|  other comments ,,
SALK_128309C,1B,CofC_S11Farm_1568,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_21,50,,plantum=1B|  other comments ,,
SALK_128309C,1C,CofC_S11Farm_1569,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_44,40,,plantum=1C|  other comments ,,
SALK_128309C,2A,CofC_S11Farm_1570,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_35,100,I12-K05-6,plantum=2A|  other comments ,,
SALK_128309C,2B,CofC_S11Farm_1571,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_57,90,,plantum=2B|  other comments ,,
SALK_128873C,1A,CofC_S11Farm_1572,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_128873C,1B,CofC_S11Farm_1573,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_128873C,2A,CofC_S11Farm_1574,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_35,80,I12-K13-18,plantum=2A|  other comments ,,
SALK_128873C,2B,CofC_S11Farm_1575,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_128873C,2H,CofC_S11Farm_1576,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_129200C,1,CofC_S11Farm_1577,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_57,100,,plantum=1|  other comments ,,
SALK_129200C,2,CofC_S11Farm_1578,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_66,50,I11-G04-23,plantum=2|  other comments ,,
SALK_129231C,1A,CofC_S11Farm_1579,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_8,50,I11-V10-3,plantum=1A|  other comments ,,
SALK_129231C,1B,CofC_S11Farm_1580,CofC,DF,1,,,,,NGH-COFC,,,I11-V10-4,plantum=1B|  other comments ,,
SALK_129231C,2A,CofC_S11Farm_1581,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_69,100,,plantum=2A|  other comments ,,
SALK_129231C,2B,CofC_S11Farm_1582,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_75,60,I11-G05-30,plantum=2B|  other comments ,,
SALK_129244C,,CofC_S11Farm_1583,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_129679C,1A,CofC_S11Farm_1584,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_2,>100,,plantum=1A|  other comments ,,
SALK_129679C,1B,CofC_S11Farm_1585,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_15,100,I12-K05-15,plantum=1B|  other comments ,,
SALK_129679C,1C,CofC_S11Farm_1586,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_57,100,,plantum=1C|  other comments ,,
SALK_129679C,2A,CofC_S11Farm_1587,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_45,>100,,plantum=2A|  other comments ,,
SALK_129679C,2B,CofC_S11Farm_1588,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_58,50,,plantum=2B|  other comments ,,
SALK_129849C,1A,CofC_S11Farm_1589,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_54,>100,I12-G04-9,plantum=1A|  other comments ,,
SALK_129849C,1B,CofC_S11Farm_1590,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_129849C,1C,CofC_S11Farm_1591,CofC,DF,1,,,,,NGH-COFC,,,I11-W04-2,plantum=1C|  other comments ,,
SALK_129849C,2A,CofC_S11Farm_1592,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_13,40,,plantum=2A|  other comments ,,
SALK_129849C,2B,CofC_S11Farm_1593,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_129849C,2C,CofC_S11Farm_1594,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_69,100,,plantum=2C|  other comments ,,
SALK_129879C,1,CofC_S11Farm_1595,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_5,75,,plantum=1|  other comments tissue in box K,tissue in box K,
SALK_130081C,1,CofC_S11Farm_1596,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_22,50,I12-V03-7,plantum=1|  other comments ,,
SALK_130481C,1,CofC_S11Farm_1597,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_44,100,I12-G05-27,plantum=1|  other comments ,,
SALK_130481C,2,CofC_S11Farm_1598,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_37,10,,plantum=2|  other comments ,,
SALK_130522C,1,CofC_S11Farm_1599,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_72,100,,plantum=1|  other comments ,,
SALK_130522C,2,CofC_S11Farm_1600,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_48,100,,plantum=2|  other comments ,,
SALK_131796C,,CofC_S11Farm_1601,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_131872C,1,CofC_S11Farm_1602,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_31,100,I12-G05-13,plantum=1|  other comments ,,
SALK_131872C,2,CofC_S11Farm_1603,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_36,50,,plantum=2|  other comments ,,
SALK_131946C,1,CofC_S11Farm_1604,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_71,50,I11-G01-15,plantum=1|  other comments ,,
SALK_131946C,2,CofC_S11Farm_1605,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_131946C,1H,CofC_S11Farm_1606,CofC,DF,1,,,,,NGH-COFC,Hanna_Box03_10,>100,I12-K03-9,plantum=1H|  other comments ,,
SALK_131946C,2H,CofC_S11Farm_1607,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2H|  other comments ,,
SALK_132009C,1,CofC_S11Farm_1608,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_42,20,,plantum=1|  other comments have dry tissue,have dry tissue,
SALK_132009C,2,CofC_S11Farm_1609,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_41,5,,plantum=2|  other comments have dry tissue,have dry tissue,
SALK_132930C,1A,CofC_S11Farm_1610,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_79,>100,,plantum=1A|  other comments ,,
SALK_132930C,1B,CofC_S11Farm_1611,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_69,30,,plantum=1B|  other comments ,,
SALK_132930C,2A,CofC_S11Farm_1612,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_3,>100,I12-G06-17,plantum=2A|  other comments ,,
SALK_132930C,2B,CofC_S11Farm_1613,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_76,50,I12-K13-8,plantum=2B|  other comments ,,
SALK_133360C,1,CofC_S11Farm_1614,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_77,50,I12-W06-22,plantum=1|  other comments ,,
SALK_133360C,2,CofC_S11Farm_1615,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_78,70,I12-G05-2,plantum=2|  other comments ,,
SALK_133841C,1,CofC_S11Farm_1616,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_37,>>100,I12-K06-9,plantum=1|  other comments ,,
SALK_133841C,2,CofC_S11Farm_1617,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_27,>>100,,plantum=2|  other comments ,,
SALK_133857C,1A,CofC_S11Farm_1618,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments tissue in box B,tissue in box B,
SALK_133857C,1B,CofC_S11Farm_1619,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_16,6,,plantum=1B|  other comments tissue in box I,tissue in box I,
SALK_134217C,1,CofC_S11Farm_1620,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_39,20,I12-W06-26,plantum=1|  other comments ,,
SALK_134586C,2,CofC_S11Farm_1621,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_58,>100,,plantum=2|  other comments ,,
