accession,plant_num,plant_id,institution,expt_type,expt_ID,tray,row,column,parent_plant_id,facility,seed_stock_location,seed_quantity,isolation_id,comments,comments.orig,used_in_exptID
SALK_036317C,3,CofC_S11Farm_0435,CofC,DF,1,,,,,NGH-COFC,,,,plantum=3|  other comments ,,
SALK_036317C,4,CofC_S11Farm_0436,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_68,3,,plantum=4|  other comments ,,
SALK_036492C,1,CofC_S11Farm_0437,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_52,100,,plantum=1|  other comments ,,
SALK_036492C,2,CofC_S11Farm_0438,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_53,150,I12-G05-16,plantum=2|  other comments ,,
SALK_036492C,3,CofC_S11Farm_0439,CofC,DF,1,,,,,NGH-COFC,,,,plantum=3|  other comments ,,
SALK_036674C,1,CofC_S11Farm_0440,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_62,60,,plantum=1|  other comments ,,
SALK_036674C,2,CofC_S11Farm_0441,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_75,90,I12-G02-15,plantum=2|  other comments ,,
SALK_036674C,1H,CofC_S11Farm_0442,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_32,20,I11-V12-3,plantum=1H|  other comments ,,
SALK_036674C,2H,CofC_S11Farm_0443,CofC,DF,1,,,,,NGH-COFC,,,I11-V07-7,plantum=2H|  other comments ,,
SALK_037061C,1,CofC_S11Farm_0444,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_2,20,,plantum=1|  other comments no DNA - have dry tissue sample,no DNA - have dry tissue sample,
SALK_037137C,1,CofC_S11Farm_0445,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_24,>100,I11-G02-3,plantum=1|  other comments ,,
SALK_037137C,2,CofC_S11Farm_0446,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_21,65,,plantum=2|  other comments ,,
SALK_037223C,1,CofC_S11Farm_0447,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_57,100,,plantum=1|  other comments ,,
SALK_037223C,1H,CofC_S11Farm_0448,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_1,15,,plantum=1H|  other comments ,,
SALK_037231C,1,CofC_S11Farm_0449,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_28,>100,I12-V02-29,plantum=1|  other comments ,,
SALK_037273C,,CofC_S11Farm_0450,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_037642C,1,CofC_S11Farm_0451,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_11,>100,I12-W05-26,plantum=1|  other comments ,,
SALK_037642C,2,CofC_S11Farm_0452,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_13,>100,I12-W06-8,plantum=2|  other comments ,,
SALK_037642C,1H,CofC_S11Farm_0453,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_3,10,,plantum=1H|  other comments ,,
SALK_037727C,1,CofC_S11Farm_0454,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_037727C,2,CofC_S11Farm_0455,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_3,60,,plantum=2|  other comments ,,
SALK_037779C,,CofC_S11Farm_0456,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_038262C,1,CofC_S11Farm_0457,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_66,100,I11-G05-19,plantum=1|  other comments ,,
SALK_038262C,2,CofC_S11Farm_0458,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_52,100,,plantum=2|  other comments ,,
SALK_038271C,1,CofC_S11Farm_0459,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_038271C,2,CofC_S11Farm_0460,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_67,50,,plantum=2|  other comments ,,
SALK_038271C,1H,CofC_S11Farm_0461,CofC,DF,1,,,,,NGH-COFC,,,I12-V03-1,plantum=1H|  other comments ,,
SALK_038310C,1,CofC_S11Farm_0462,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box10_18,90,I12-G04-29,plantum=1|  other comments ,,
SALK_038310C,1H,CofC_S11Farm_0463,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_68,>100,I12-G06-9,plantum=1H|  other comments ,,
SALK_038310C,2A,CofC_S11Farm_0464,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_13,50,,plantum=2A|  other comments ,,
SALK_038310C,2B,CofC_S11Farm_0465,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_27,7,,plantum=2B|  other comments ,,
SALK_038344C,1,CofC_S11Farm_0466,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_6,200,I12-G05-15,plantum=1|  other comments ,,
SALK_038344C,2,CofC_S11Farm_0467,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_7,130,,plantum=2|  other comments ,,
SALK_038360C,1A,CofC_S11Farm_0468,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_35,100,,plantum=1A|  other comments ,,
SALK_038360C,1B,CofC_S11Farm_0469,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_038360C,2A,CofC_S11Farm_0470,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_40,50,I11-G05-21,plantum=2A|  other comments ,,
SALK_038360C,2B,CofC_S11Farm_0471,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_42,6,,plantum=2B|  other comments ,,
SALK_038709C,1A,CofC_S11Farm_0472,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_038709C,1B,CofC_S11Farm_0473,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_038709C,2A,CofC_S11Farm_0474,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_47,100,,plantum=2A|  other comments ,,
SALK_038709C,2B,CofC_S11Farm_0475,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments two tubes of seed labeled #2B,two tubes of seed labeled #2B,
SALK_038935C,2,CofC_S11Farm_0476,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_18,100,,plantum=2|  other comments ,,
SALK_038935C,1A,CofC_S11Farm_0477,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_20,100,I12-W05-8,plantum=1A|  other comments ,,
SALK_038935C,1B,CofC_S11Farm_0478,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_038952C,1,CofC_S11Farm_0479,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_27,180,,plantum=1|  other comments ,,
SALK_038952C,2,CofC_S11Farm_0480,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_28,300,I12-K06-12,plantum=2|  other comments ,,
SALK_038952C,1H,CofC_S11Farm_0481,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_23,50,I11-V11-4,plantum=1H|  other comments ,,
SALK_038957C,,CofC_S11Farm_0482,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_039004C,1,CofC_S11Farm_0483,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_4,120,,plantum=1|  other comments ,,
SALK_039004C,2,CofC_S11Farm_0484,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_5,100,I12-W06-3,plantum=2|  other comments ,,
SALK_039302C,1,CofC_S11Farm_0485,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_2,20,,plantum=1|  other comments ,,
SALK_039302C,3,CofC_S11Farm_0486,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_67,50,,plantum=3|  other comments ,,
SALK_039359C,,CofC_S11Farm_0487,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_039361C,1,CofC_S11Farm_0488,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_76,60,I11-G01-7,plantum=1|  other comments ,,
SALK_039361C,2,CofC_S11Farm_0489,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_039436C,1,CofC_S11Farm_0490,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_51,100,,plantum=1|  other comments ,,
SALK_039436C,2,CofC_S11Farm_0491,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_45,100,I12-W05-20,plantum=2|  other comments ,,
SALK_039456C,1,CofC_S11Farm_0492,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_74,75,I11-G02-9,plantum=1|  other comments ,,
SALK_039456C,2,CofC_S11Farm_0493,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box16_4,100,I11-W03-13,plantum=2|  other comments ,,
SALK_039456C,3,CofC_S11Farm_0494,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box H_35,,I11-V05-8,plantum=3|  other comments ,,
SALK_039478C,1,CofC_S11Farm_0495,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_14,>100,I11-G01-18,plantum=1|  other comments ,,
SALK_039478C,3,CofC_S11Farm_0496,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_51,20,,plantum=3|  other comments ,,
SALK_039654C,1,CofC_S11Farm_0497,CofC,DF,1,,,,,NGH-COFC,,,I11-V06-14,plantum=1|  other comments two tubes of seed labeled #1,two tubes of seed labeled #1,
SALK_039654C,2,CofC_S11Farm_0498,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box16_3,100,I11-V06-1,plantum=2|  other comments ,,
SALK_039680C,,CofC_S11Farm_0499,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_039936C,1,CofC_S11Farm_0500,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_78,10,,plantum=1|  other comments ,,
SALK_040211C,1,CofC_S11Farm_0501,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_040211C,2,CofC_S11Farm_0502,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_040211C,4,CofC_S11Farm_0503,CofC,DF,1,,,,,NGH-COFC,,,I11-V02-5,plantum=4|  other comments ,,
SALK_040280C,,CofC_S11Farm_0504,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_040296C,1,CofC_S11Farm_0505,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_61,10,,plantum=1|  other comments ,,
SALK_040296C,2,CofC_S11Farm_0506,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box09_66,15,I12-W06-12,plantum=2|  other comments ,,
SALK_040296C,4,CofC_S11Farm_0507,CofC,DF,1,,,,,NGH-COFC,,,I11-V04-14,plantum=4|  other comments ,,
SALK_040363C,1,CofC_S11Farm_0508,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_59,100,,plantum=1|  other comments multiple samples with same label,multiple samples with same label,
SALK_040363C,2,CofC_S11Farm_0509,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_61,100,,plantum=2|  other comments multiple samples with same label,multiple samples with same label,
SALK_040506C,,CofC_S11Farm_0510,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_040620C,1,CofC_S11Farm_0511,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_55,50,I12-G04-16,plantum=1|  other comments ,,
SALK_040620C,2,CofC_S11Farm_0512,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_56,20,,plantum=2|  other comments ,,
SALK_040805C,1,CofC_S11Farm_0513,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments multiple samples with same label,multiple samples with same label,
SALK_040805C,2,CofC_S11Farm_0514,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments multiple samples with same label,multiple samples with same label,
SALK_040805C,3,CofC_S11Farm_0515,CofC,DF,1,,,,,NGH-COFC,,,I11-V01-1,plantum=3|  other comments ,,
SALK_040805C,2A,CofC_S11Farm_0516,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments multiple samples with same label,multiple samples with same label,
SALK_041685C,1,CofC_S11Farm_0517,CofC,DF,1,,,,,NGH-COFC,,,I11-W02-2,"plantum=1|  other comments two tubes of seeds labeled #1, cannot distinguish between them","two tubes of seeds labeled #1, cannot distinguish between them",
SALK_041685C,1B,CofC_S11Farm_0518,CofC,DF,1,,,,,NGH-COFC,,,,"plantum=1B|  other comments two tubes of seeds labeled #1, cannot distinguish between them","two tubes of seeds labeled #1, cannot distinguish between them",
SALK_041897C,1,CofC_S11Farm_0519,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_25,90,,"plantum=1|  other comments no DNA, tissue in Box F","no DNA, tissue in Box F",
SALK_041897C,2,CofC_S11Farm_0520,CofC,DF,1,,,,,NGH-COFC,,,I12-G02-11,plantum=2|  other comments ,,
SALK_042113C,1,CofC_S11Farm_0521,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_58,10,,plantum=1|  other comments ,,
SALK_042113C,1H,CofC_S11Farm_0522,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_58,10,,plantum=1H|  other comments ,,
SALK_042113C,2A,CofC_S11Farm_0523,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_21,100,,plantum=2A|  other comments ,,
SALK_042113C,2B,CofC_S11Farm_0524,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_61,10,,plantum=2B|  other comments ,,
SALK_042362C,1,CofC_S11Farm_0525,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_23,50,I12-K13-14,plantum=1|  other comments ,,
SALK_042362C,2,CofC_S11Farm_0526,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_70,15,,plantum=2|  other comments ,,
SALK_042624C,1,CofC_S11Farm_0527,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments data from two samples with same name; no DNA,data from two samples with same name; no DNA,
SALK_042624C,1,CofC_S11Farm_0528,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments data from two samples with same name; no DNA,data from two samples with same name; no DNA,
SALK_042719C,1,CofC_S11Farm_0529,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_41,15,,plantum=1|  other comments ,,
SALK_042719C,2,CofC_S11Farm_0530,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_66,100,I11-G01-6,plantum=2|  other comments ,,
SALK_042719C,3,CofC_S11Farm_0531,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_72,20,,plantum=3|  other comments ,,
SALK_042719C,4,CofC_S11Farm_0532,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_62,20,,plantum=4|  other comments ,,
SALK_043158C,1,CofC_S11Farm_0533,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_40,100,I12-K02-6,plantum=1|  other comments ,,
SALK_043342C,1A,CofC_S11Farm_0534,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1A|  other comments ,,
SALK_043342C,1B,CofC_S11Farm_0535,CofC,DF,1,,,,,NGH-COFC,,,I11-G04-13,plantum=1B|  other comments ,,
SALK_043342C,2A,CofC_S11Farm_0536,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments ,,
SALK_043342C,2B,CofC_S11Farm_0537,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_10,50,,plantum=2B|  other comments ,,
SALK_043674C,,CofC_S11Farm_0538,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_043937C,1,CofC_S11Farm_0539,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_26,100,I11-G01-28,plantum=1|  other comments ,,
SALK_043937C,2,CofC_S11Farm_0540,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_80,100,I11-V10-1,plantum=2|  other comments ,,
SALK_043937C,1H,CofC_S11Farm_0541,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_58,25,I11-V08-6,plantum=1H|  other comments ,,
SALK_044022C,1,CofC_S11Farm_0542,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_4,>100,I11-G03-24,plantum=1|  other comments ,,
SALK_044022C,2,CofC_S11Farm_0543,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_044320C,1A,CofC_S11Farm_0544,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_12,10,,plantum=1A|  other comments ,,
SALK_044320C,1B,CofC_S11Farm_0545,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_14,150,,plantum=1B|  other comments ,,
SALK_044320C,2A,CofC_S11Farm_0546,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_16,10,,plantum=2A|  other comments ,,
SALK_044320C,2B,CofC_S11Farm_0547,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_16,150,I12-K06-6,plantum=2B|  other comments ,,
SALK_044330C,1,CofC_S11Farm_0548,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_70,>100,I12-G04-5,plantum=1|  other comments ,,
SALK_044330C,2,CofC_S11Farm_0549,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box04_42,10,I12-K13-6,plantum=2|  other comments ,,
SALK_044330C,3,CofC_S11Farm_0550,CofC,DF,1,,,,,NGH-COFC,,,I11-V05-11,plantum=3|  other comments ,,
SALK_044330C,1B,CofC_S11Farm_0551,CofC,DF,1,,,,,NGH-COFC,,,I11-V06-12,plantum=1B|  other comments ,,
SALK_044470C,,CofC_S11Farm_0552,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments DNG,DNG,
SALK_044488C,1,CofC_S11Farm_0553,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_22,110,I12-K06-13,plantum=1|  other comments ,,
SALK_044508C,1A,CofC_S11Farm_0554,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_2,30,,plantum=1A|  other comments ,,
SALK_044508C,1B,CofC_S11Farm_0555,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_75,50,,"plantum=1B|  other comments no DNA, have tissue in Box B","no DNA, have tissue in Box B",
SALK_044508C,2A,CofC_S11Farm_0556,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_3,100,,"plantum=2A|  other comments no DNA, have dry tissue sample","no DNA, have dry tissue sample",
SALK_044508C,2B,CofC_S11Farm_0557,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_044563C,1,CofC_S11Farm_0558,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_35,100,,plantum=1|  other comments ,,
SALK_044563C,2,CofC_S11Farm_0559,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_36,100,I12-G03-7,plantum=2|  other comments ,,
SALK_044631C,,CofC_S11Farm_0560,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_044835C,1,CofC_S11Farm_0561,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_044835C,2,CofC_S11Farm_0562,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_8,75,,plantum=2|  other comments ,,
SALK_044835C,2H,CofC_S11Farm_0563,CofC,DF,1,,,,,NGH-COFC,,,I12-V03-6,plantum=2H|  other comments ,,
SALK_045037C,1,CofC_S11Farm_0564,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_50,40,,plantum=1|  other comments ,,
SALK_045463C,1,CofC_S11Farm_0565,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_13,>100,I11-G02-1,plantum=1|  other comments ,,
SALK_045463C,2,CofC_S11Farm_0566,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_7,50,,plantum=2|  other comments ,,
SALK_045463C,2H,CofC_S11Farm_0567,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_74,30,I11-V08-3,plantum=2H|  other comments ,,
SALK_045608C,1,CofC_S11Farm_0568,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_54,100,,plantum=1|  other comments ,,
SALK_045608C,2,CofC_S11Farm_0569,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_20,>100,I11-G01-9,plantum=2|  other comments ,,
SALK_045608C,1H,CofC_S11Farm_0570,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_45,15,I11-V08-12,plantum=1H|  other comments ,,
SALK_045619C,1A,CofC_S11Farm_0571,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_20,20,I11-G03-14,plantum=1A|  other comments ,,
SALK_045619C,1B,CofC_S11Farm_0572,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box05_36,40,,plantum=1B|  other comments ,,
SALK_045619C,2A,CofC_S11Farm_0573,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments ,,
SALK_045619C,2B,CofC_S11Farm_0574,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_045624C,,CofC_S11Farm_0575,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_045755C,1,CofC_S11Farm_0576,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_046180C,1,CofC_S11Farm_0577,CofC,DF,1,,,,,NGH-COFC,,,I11-W02-9,plantum=1|  other comments two seed samples labeled #1,two seed samples labeled #1,
SALK_046180C,3,CofC_S11Farm_0578,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_61,20,,plantum=3|  other comments ,,
SALK_046180C,2A,CofC_S11Farm_0579,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments ,,
SALK_046284C,1,CofC_S11Farm_0580,CofC,DF,1,,,,,NGH-COFC,Hanna_Box01_55,>100,I12-K01-13,plantum=1|  other comments ,,
SALK_046284C,2,CofC_S11Farm_0581,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_14,60,I11-G02-8,plantum=2|  other comments ,,
SALK_046291C,1,CofC_S11Farm_0582,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_43,100,I12-K13-23,plantum=1|  other comments ,,
SALK_046291C,2,CofC_S11Farm_0583,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_49,90,,plantum=2|  other comments ,,
SALK_046315C,1,CofC_S11Farm_0584,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_17,100,I11-G05-25,plantum=1|  other comments ,,
SALK_046315C,2,CofC_S11Farm_0585,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_34,15,I12-K01-4,plantum=2|  other comments ,,
SALK_046315C,2A,CofC_S11Farm_0586,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2A|  other comments ,,
SALK_046315C,2B,CofC_S11Farm_0587,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_046567C,1,CofC_S11Farm_0588,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box12_65,35,I12-G04-12,plantum=1|  other comments ,,
SALK_046567C,3A,CofC_S11Farm_0589,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_65,50,,plantum=3A|  other comments ,,
SALK_046567C,3B,CofC_S11Farm_0590,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_66,30,,plantum=3B|  other comments ,,
SALK_046781C,2,CofC_S11Farm_0591,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box07_61,100,I12-K13-1,plantum=2|  other comments ,,
SALK_046920C,1,CofC_S11Farm_0592,CofC,DF,1,,,,,NGH-COFC,,,I11-G04-15,plantum=1|  other comments ,,
SALK_046920C,1H,CofC_S11Farm_0593,CofC,DF,1,,,,,NGH-COFC,Hanna_Box02_46,20,I11-V12-8,plantum=1H|  other comments ,,
SALK_046920C,2A,CofC_S11Farm_0594,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box13_8,100,,plantum=2A|  other comments ,,
SALK_046920C,2B,CofC_S11Farm_0595,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_047254C,1,CofC_S11Farm_0596,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1|  other comments ,,
SALK_047254C,2,CofC_S11Farm_0597,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box01_49,100,,plantum=2|  other comments ,,
SALK_047449C,1,CofC_S11Farm_0598,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_20,90,I11-G02-15,plantum=1|  other comments ,,
SALK_047449C,2,CofC_S11Farm_0599,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_21,75,I11-V09-15,plantum=2|  other comments ,,
SALK_047537C,1,CofC_S11Farm_0600,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_10,>100,,plantum=1|  other comments ,,
SALK_047537C,2,CofC_S11Farm_0601,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_4,70,,plantum=2|  other comments ,,
SALK_047540C,1A,CofC_S11Farm_0602,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_48,50,I12-W06-14,plantum=1A|  other comments ,,
SALK_047540C,1B,CofC_S11Farm_0603,CofC,DF,1,,,,,NGH-COFC,,,,plantum=1B|  other comments ,,
SALK_047540C,2A,CofC_S11Farm_0604,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box08_50,25,I12-W06-10,plantum=2A|  other comments ,,
SALK_047540C,2B,CofC_S11Farm_0605,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_047893C,1,CofC_S11Farm_0606,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box06_44,20,,plantum=1|  other comments ,,
SALK_047893C,3,CofC_S11Farm_0607,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box14_77,50,,plantum=3|  other comments ,,
SALK_047933C,1,CofC_S11Farm_0608,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box15_14,20,I12-K13-20,plantum=1|  other comments ,,
SALK_048182C,1,CofC_S11Farm_0609,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box11_8,10,,plantum=1|  other comments ,,
SALK_048182C,2,CofC_S11Farm_0610,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2|  other comments ,,
SALK_048207C,,CofC_S11Farm_0611,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
SALK_048924C,1,CofC_S11Farm_0612,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_3,100,I12-G03-4,plantum=1|  other comments ,,
SALK_048924C,2,CofC_S11Farm_0613,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_4,100,,plantum=2|  other comments ,,
SALK_048952C,1,CofC_S11Farm_0614,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box03_42,10,,plantum=1|  other comments ,,
SALK_048952C,3,CofC_S11Farm_0615,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box16_1,50,,plantum=3|  other comments ,,
SALK_048952C,4,CofC_S11Farm_0616,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box16_5,10,,plantum=4|  other comments ,,
SALK_048952C,2A,CofC_S11Farm_0617,CofC,DF,1,,,,,NGH-COFC,S11Farm_Box02_1,50,I11-G01-8,plantum=2A|  other comments ,,
SALK_048952C,2B,CofC_S11Farm_0618,CofC,DF,1,,,,,NGH-COFC,,,,plantum=2B|  other comments ,,
SALK_048970C,,CofC_S11Farm_0619,CofC,DF,1,,,,,NGH-COFC,,,,plantum=|  other comments FARM_FAIL,FARM_FAIL,
