"exptid","accession","institution","facility","flat","row","column","expttype","ko.status","replicate","GC_locale","parent_id","phenotype","value","comments","treatment"
"1a2","SALK_075035C","CofC","COFC-GC3",16,"K",6,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0318","fruitnum",8,"","standard GC"
"1a2","SALK_075035C","CofC","COFC-GC4",23,"L",5,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0318","fruitnum",10,"","standard GC"
"1a2","SALK_075046C","BC","BC-GC5",5,"K",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0319","fruitnum",66,"","standard GC"
"1a2","SALK_075046C","BC","BC-GC6",11,"G",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0319","fruitnum",85,"","standard GC"
"1a2","SALK_075046C","CofC","COFC-GC1",2,"G",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0319","fruitnum",12,"","standard GC"
"1a2","SALK_075046C","CofC","COFC-GC2",7,"F",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0319","fruitnum",7,"","standard GC"
"1a2","SALK_075046C","CofC","COFC-GC3",18,"C",4,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0319","fruitnum",8,"","standard GC"
"1a2","SALK_075046C","CofC","COFC-GC4",19,"E",4,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0319","fruitnum",11,"","standard GC"
"1a2","SALK_075228C","BC","BC-GC5",5,"D",4,"1ENVT_GC","Single",1,"GC5","BC_S11Farm_0320","fruitnum",50,"","standard GC"
"1a2","SALK_075228C","BC","BC-GC6",11,"F",4,"1ENVT_GC","Single",1,"GC6","BC_S11Farm_0320","fruitnum",144,"","standard GC"
"1a2","SALK_075228C","CofC","COFC-GC1",5,"G",1,"1ENVT_GC","Single",1,"GC1","BC_S11Farm_0320","fruitnum",6,"","standard GC"
"1a2","SALK_075228C","CofC","COFC-GC2",10,"E",4,"1ENVT_GC","Single",1,"GC2","BC_S11Farm_0320","fruitnum",15,"","standard GC"
"1a2","SALK_075228C","CofC","COFC-GC3",15,"H",4,"1ENVT_GC","Single",1,"GC3","BC_S11Farm_0320","fruitnum",8,"","standard GC"
"1a2","SALK_075228C","CofC","COFC-GC4",23,"G",2,"1ENVT_GC","Single",1,"GC4","BC_S11Farm_0320","fruitnum",14,"","standard GC"
"1a2","SALK_075260C","BC","BC-GC5",5,"L",5,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0322","fruitnum",43,"","standard GC"
"1a2","SALK_075260C","BC","BC-GC6",11,"F",1,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0322","fruitnum",69,"","standard GC"
"1a2","SALK_075260C","CofC","COFC-GC1",6,"H",5,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0322","fruitnum",17,"","standard GC"
"1a2","SALK_075260C","CofC","COFC-GC2",8,"K",5,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0322","fruitnum",12,"","standard GC"
"1a2","SALK_075260C","CofC","COFC-GC3",16,"I",6,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0322","fruitnum",17,"","standard GC"
"1a2","SALK_075260C","CofC","COFC-GC4",20,"H",4,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0322","fruitnum",12,"","standard GC"
"1a2","SALK_075261C","BC","BC-GC5",5,"L",6,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0323","fruitnum",72,"","standard GC"
"1a2","SALK_075261C","BC","BC-GC6",11,"H",3,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0323","fruitnum",102,"","standard GC"
"1a2","SALK_075261C","CofC","COFC-GC1",1,"L",1,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0323","fruitnum",15,"","standard GC"
"1a2","SALK_075261C","CofC","COFC-GC2",8,"L",1,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0323","fruitnum",11,"","standard GC"
"1a2","SALK_075261C","CofC","COFC-GC3",16,"F",4,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0323","fruitnum",18,"","standard GC"
"1a2","SALK_075261C","CofC","COFC-GC4",21,"F",1,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0323","fruitnum",14,"","standard GC"
"1a2","SALK_075391C","BC","BC-GC5",5,"A",5,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0327","fruitnum",59,"","standard GC"
"1a2","SALK_075391C","BC","BC-GC6",11,"E",3,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0327","fruitnum",139,"","standard GC"
"1a2","SALK_075391C","CofC","COFC-GC1",2,"G",6,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0327","fruitnum",NA,"","standard GC"
"1a2","SALK_075391C","CofC","COFC-GC2",10,"J",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0327","fruitnum",13,"","standard GC"
"1a2","SALK_075391C","CofC","COFC-GC3",16,"L",2,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0327","fruitnum",14,"","standard GC"
"1a2","SALK_075391C","CofC","COFC-GC4",21,"J",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0327","fruitnum",13,"","standard GC"
"1a2","SALK_075433C","BC","BC-GC5",5,"G",2,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0329","fruitnum",NA,"","standard GC"
"1a2","SALK_075433C","BC","BC-GC6",11,"G",1,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0329","fruitnum",NA,"","standard GC"
"1a2","SALK_075433C","CofC","COFC-GC1",6,"G",2,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0329","fruitnum",17,"","standard GC"
"1a2","SALK_075433C","CofC","COFC-GC2",10,"B",1,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0329","fruitnum",21,"","standard GC"
"1a2","SALK_075433C","CofC","COFC-GC3",14,"I",5,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0329","fruitnum",9,"","standard GC"
"1a2","SALK_075433C","CofC","COFC-GC4",19,"G",1,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0329","fruitnum",9,"","standard GC"
"1a2","SALK_075496C","BC","BC-GC5",5,"J",2,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0331","fruitnum",NA,"","standard GC"
"1a2","SALK_075496C","BC","BC-GC6",11,"J",4,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0331","fruitnum",113,"","standard GC"
"1a2","SALK_075496C","CofC","COFC-GC1",3,"E",2,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0331","fruitnum",11,"","standard GC"
"1a2","SALK_075496C","CofC","COFC-GC2",10,"A",6,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0331","fruitnum",12,"","standard GC"
"1a2","SALK_075496C","CofC","COFC-GC3",16,"G",2,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0331","fruitnum",15,"","standard GC"
"1a2","SALK_075496C","CofC","COFC-GC4",21,"A",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0331","fruitnum",11,"","standard GC"
"1a2","SALK_075516C","BC","BC-GC5",5,"F",5,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0332","fruitnum",64,"","standard GC"
"1a2","SALK_075516C","BC","BC-GC6",11,"B",2,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0332","fruitnum",109,"","standard GC"
"1a2","SALK_075516C","CofC","COFC-GC1",2,"F",5,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0332","fruitnum",13,"","standard GC"
"1a2","SALK_075516C","CofC","COFC-GC2",10,"L",5,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0332","fruitnum",30,"","standard GC"
"1a2","SALK_075516C","CofC","COFC-GC3",14,"D",3,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0332","fruitnum",13,"","standard GC"
"1a2","SALK_075516C","CofC","COFC-GC4",19,"E",2,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0332","fruitnum",24,"","standard GC"
"1a2","SALK_075519C","BC","BC-GC5",5,"G",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0333","fruitnum",43,"","standard GC"
"1a2","SALK_075519C","BC","BC-GC6",11,"G",4,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0333","fruitnum",92,"","standard GC"
"1a2","SALK_075519C","CofC","COFC-GC1",4,"D",5,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0333","fruitnum",9,"","standard GC"
"1a2","SALK_075519C","CofC","COFC-GC2",9,"K",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0333","fruitnum",15,"","standard GC"
"1a2","SALK_075519C","CofC","COFC-GC3",15,"L",3,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0333","fruitnum",11,"","standard GC"
"1a2","SALK_075519C","CofC","COFC-GC4",23,"E",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0333","fruitnum",NA,"","standard GC"
"1a2","SALK_075661C","BC","BC-GC5",5,"A",3,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0334","fruitnum",38,"","standard GC"
"1a2","SALK_075661C","BC","BC-GC6",11,"B",4,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0334","fruitnum",77,"","standard GC"
"1a2","SALK_075661C","CofC","COFC-GC1",4,"E",4,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0334","fruitnum",14,"","standard GC"
"1a2","SALK_075661C","CofC","COFC-GC2",10,"J",5,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0334","fruitnum",19,"","standard GC"
"1a2","SALK_075661C","CofC","COFC-GC3",18,"K",3,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0334","fruitnum",11,"","standard GC"
"1a2","SALK_075661C","CofC","COFC-GC4",21,"I",5,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0334","fruitnum",15,"","standard GC"
"1a2","SALK_075669C","BC","BC-GC5",5,"B",4,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0335","fruitnum",NA,"","standard GC"
"1a2","SALK_075669C","BC","BC-GC6",11,"K",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0335","fruitnum",NA,"","standard GC"
"1a2","SALK_075669C","CofC","COFC-GC1",2,"A",4,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0335","fruitnum",0,"","standard GC"
"1a2","SALK_075669C","CofC","COFC-GC2",10,"K",1,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0335","fruitnum",29,"","standard GC"
"1a2","SALK_075669C","CofC","COFC-GC3",18,"L",6,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0335","fruitnum",15,"","standard GC"
"1a2","SALK_075669C","CofC","COFC-GC4",20,"C",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0335","fruitnum",11,"","standard GC"
"1a2","SALK_075713C","BC","BC-GC5",5,"D",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0337","fruitnum",32,"","standard GC"
"1a2","SALK_075713C","BC","BC-GC6",11,"L",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0337","fruitnum",53,"","standard GC"
"1a2","SALK_075713C","CofC","COFC-GC1",6,"K",2,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0337","fruitnum",14,"","standard GC"
"1a2","SALK_075713C","CofC","COFC-GC2",7,"C",2,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0337","fruitnum",9,"","standard GC"
"1a2","SALK_075713C","CofC","COFC-GC3",18,"I",1,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0337","fruitnum",15,"","standard GC"
"1a2","SALK_075713C","CofC","COFC-GC4",21,"H",3,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0337","fruitnum",10,"","standard GC"
"1a2","SALK_075724C","BC","BC-GC5",5,"K",3,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0338","fruitnum",65,"","standard GC"
"1a2","SALK_075724C","BC","BC-GC6",11,"I",5,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0338","fruitnum",101,"","standard GC"
"1a2","SALK_075724C","CofC","COFC-GC1",3,"C",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0338","fruitnum",15,"","standard GC"
"1a2","SALK_075724C","CofC","COFC-GC2",7,"J",2,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0338","fruitnum",13,"","standard GC"
"1a2","SALK_075724C","CofC","COFC-GC3",14,"K",1,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0338","fruitnum",14,"","standard GC"
"1a2","SALK_075724C","CofC","COFC-GC4",24,"G",3,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0338","fruitnum",18,"","standard GC"
"1a2","SALK_075796C","BC","BC-GC5",5,"I",5,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0340","fruitnum",70,"","standard GC"
"1a2","SALK_075796C","BC","BC-GC6",11,"J",1,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0340","fruitnum",11,"","standard GC"
"1a2","SALK_075796C","CofC","COFC-GC1",2,"I",6,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0340","fruitnum",17,"","standard GC"
"1a2","SALK_075796C","CofC","COFC-GC2",8,"G",6,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0340","fruitnum",12,"","standard GC"
"1a2","SALK_075796C","CofC","COFC-GC3",18,"C",2,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0340","fruitnum",11,"","standard GC"
"1a2","SALK_075796C","CofC","COFC-GC4",22,"J",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0340","fruitnum",9,"","standard GC"
"1a2","SALK_075841C","BC","BC-GC5",5,"F",6,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0342","fruitnum",78,"","standard GC"
"1a2","SALK_075841C","BC","BC-GC6",11,"H",5,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0342","fruitnum",102,"","standard GC"
"1a2","SALK_075841C","CofC","COFC-GC1",2,"G",4,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0342","fruitnum",15,"","standard GC"
"1a2","SALK_075841C","CofC","COFC-GC2",7,"A",1,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0342","fruitnum",9,"","standard GC"
"1a2","SALK_075841C","CofC","COFC-GC3",15,"H",1,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0342","fruitnum",14,"","standard GC"
"1a2","SALK_075841C","CofC","COFC-GC4",20,"H",1,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0342","fruitnum",NA,"","standard GC"
"1a2","SALK_075873C","BC","BC-GC5",5,"I",3,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0343","fruitnum",71,"","standard GC"
"1a2","SALK_075873C","BC","BC-GC6",11,"A",2,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0343","fruitnum",155,"","standard GC"
"1a2","SALK_075873C","CofC","COFC-GC1",1,"A",4,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0343","fruitnum",11,"","standard GC"
"1a2","SALK_075873C","CofC","COFC-GC2",12,"C",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0343","fruitnum",13,"","standard GC"
"1a2","SALK_075873C","CofC","COFC-GC3",16,"H",5,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0343","fruitnum",24,"","standard GC"
"1a2","SALK_075873C","CofC","COFC-GC4",19,"F",4,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0343","fruitnum",16,"","standard GC"
"1a2","SALK_075879C","BC","BC-GC5",5,"C",6,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0344","fruitnum",52,"","standard GC"
"1a2","SALK_075879C","BC","BC-GC6",11,"G",5,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0344","fruitnum",92,"","standard GC"
"1a2","SALK_075879C","CofC","COFC-GC1",3,"F",1,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0344","fruitnum",14,"","standard GC"
"1a2","SALK_075879C","CofC","COFC-GC2",10,"D",6,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0344","fruitnum",13,"","standard GC"
"1a2","SALK_075879C","CofC","COFC-GC3",13,"J",6,"1ENVT_GC","Unknown",2,"GC3","BC_S11Farm_0344","fruitnum",10,"","standard GC"
"1a2","SALK_075879C","CofC","COFC-GC4",23,"H",4,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0344","fruitnum",10,"","standard GC"
"1a2","SALK_075931C","BC","BC-GC5",5,"C",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0347","fruitnum",53,"","standard GC"
"1a2","SALK_075931C","BC","BC-GC6",11,"F",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0347","fruitnum",93,"","standard GC"
"1a2","SALK_075931C","CofC","COFC-GC1",5,"D",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0347","fruitnum",11,"","standard GC"
"1a2","SALK_075931C","CofC","COFC-GC2",8,"L",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0347","fruitnum",16,"","standard GC"
"1a2","SALK_075931C","CofC","COFC-GC3",15,"D",6,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0347","fruitnum",9,"","standard GC"
"1a2","SALK_075931C","CofC","COFC-GC4",19,"D",3,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0347","fruitnum",16,"","standard GC"
"1a2","SALK_075966C","BC","BC-GC5",5,"J",6,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0349","fruitnum",75,"","standard GC"
"1a2","SALK_075966C","BC","BC-GC6",11,"B",1,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0349","fruitnum",101,"","standard GC"
"1a2","SALK_075966C","CofC","COFC-GC1",6,"E",4,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0349","fruitnum",15,"","standard GC"
"1a2","SALK_075966C","CofC","COFC-GC2",10,"E",2,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0349","fruitnum",17,"","standard GC"
"1a2","SALK_075966C","CofC","COFC-GC3",18,"F",4,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0349","fruitnum",9,"","standard GC"
"1a2","SALK_075966C","CofC","COFC-GC4",20,"D",3,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0349","fruitnum",6,"","standard GC"
"1a2","SALK_075970C","BC","BC-GC5",5,"C",3,"1ENVT_GC","Single",1,"GC5","BC_S11Farm_0350","fruitnum",49,"","standard GC"
"1a2","SALK_075970C","BC","BC-GC6",11,"H",6,"1ENVT_GC","Single",1,"GC6","BC_S11Farm_0350","fruitnum",88,"","standard GC"
"1a2","SALK_075970C","CofC","COFC-GC1",4,"D",6,"1ENVT_GC","Single",1,"GC1","BC_S11Farm_0350","fruitnum",14,"","standard GC"
"1a2","SALK_075970C","CofC","COFC-GC3",15,"B",1,"1ENVT_GC","Single",1,"GC3","BC_S11Farm_0350","fruitnum",8,"","standard GC"
"1a2","SALK_075970C","CofC","COFC-GC4",20,"J",4,"1ENVT_GC","Single",1,"GC4","BC_S11Farm_0350","fruitnum",25,"","standard GC"
"1a2","SALK_075994C","BC","BC-GC5",5,"B",5,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0351","fruitnum",60,"","standard GC"
"1a2","SALK_075994C","BC","BC-GC6",11,"B",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0351","fruitnum",108,"","standard GC"
"1a2","SALK_075994C","CofC","COFC-GC1",6,"F",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0351","fruitnum",18,"","standard GC"
"1a2","SALK_075994C","CofC","COFC-GC2",8,"H",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0351","fruitnum",12,"","standard GC"
"1a2","SALK_075994C","CofC","COFC-GC3",16,"C",3,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0351","fruitnum",14,"","standard GC"
"1a2","SALK_075994C","CofC","COFC-GC4",21,"I",1,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0351","fruitnum",8,"","standard GC"
"1a2","SALK_076054C","BC","BC-GC5",5,"A",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0353","fruitnum",42,"","standard GC"
"1a2","SALK_076054C","BC","BC-GC6",11,"K",4,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0353","fruitnum",120,"","standard GC"
"1a2","SALK_076054C","CofC","COFC-GC1",3,"G",6,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0353","fruitnum",9,"","standard GC"
"1a2","SALK_076054C","CofC","COFC-GC2",7,"I",2,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0353","fruitnum",6,"","standard GC"
"1a2","SALK_076054C","CofC","COFC-GC3",16,"C",4,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0353","fruitnum",11,"","standard GC"
"1a2","SALK_076054C","CofC","COFC-GC4",22,"E",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0353","fruitnum",12,"","standard GC"
"1a2","SALK_076067C","BC","BC-GC5",5,"K",5,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0355","fruitnum",59,"","standard GC"
"1a2","SALK_076067C","BC","BC-GC6",11,"B",3,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0355","fruitnum",96,"","standard GC"
"1a2","SALK_076067C","CofC","COFC-GC1",5,"E",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0355","fruitnum",8,"","standard GC"
"1a2","SALK_076067C","CofC","COFC-GC2",7,"C",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0355","fruitnum",10,"","standard GC"
"1a2","SALK_076067C","CofC","COFC-GC3",13,"K",5,"1ENVT_GC","Unknown",2,"GC3","BC_S11Farm_0355","fruitnum",13,"","standard GC"
"1a2","SALK_076067C","CofC","COFC-GC4",19,"B",6,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0355","fruitnum",9,"","standard GC"
"1a2","SALK_076082C","BC","BC-GC5",5,"F",1,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0356","fruitnum",42,"","standard GC"
"1a2","SALK_076082C","BC","BC-GC6",11,"C",4,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0356","fruitnum",163,"","standard GC"
"1a2","SALK_076082C","CofC","COFC-GC1",3,"F",2,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0356","fruitnum",12,"","standard GC"
"1a2","SALK_076082C","CofC","COFC-GC2",9,"E",2,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0356","fruitnum",10,"","standard GC"
"1a2","SALK_076082C","CofC","COFC-GC3",15,"K",6,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0356","fruitnum",10,"","standard GC"
"1a2","SALK_076082C","CofC","COFC-GC4",23,"B",4,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0356","fruitnum",7,"","standard GC"
"1a2","SALK_076197C","BC","BC-GC5",5,"G",6,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0358","fruitnum",50,"","standard GC"
"1a2","SALK_076197C","BC","BC-GC6",11,"J",6,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0358","fruitnum",178,"","standard GC"
"1a2","SALK_076197C","CofC","COFC-GC1",6,"B",5,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0358","fruitnum",13,"","standard GC"
"1a2","SALK_076197C","CofC","COFC-GC2",8,"B",6,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0358","fruitnum",15,"","standard GC"
"1a2","SALK_076197C","CofC","COFC-GC3",16,"A",1,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0358","fruitnum",17,"","standard GC"
"1a2","SALK_076197C","CofC","COFC-GC4",22,"H",1,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0358","fruitnum",14,"","standard GC"
"1a2","SALK_076273C","BC","BC-GC5",5,"L",2,"1ENVT_GC","Unknown",1,"GC5","BC_S11Farm_0359","fruitnum",54,"","standard GC"
"1a2","SALK_076273C","BC","BC-GC6",11,"I",4,"1ENVT_GC","Unknown",1,"GC6","BC_S11Farm_0359","fruitnum",94,"","standard GC"
"1a2","SALK_076273C","CofC","COFC-GC1",6,"G",3,"1ENVT_GC","Unknown",1,"GC1","BC_S11Farm_0359","fruitnum",12,"","standard GC"
"1a2","SALK_076273C","CofC","COFC-GC2",10,"C",3,"1ENVT_GC","Unknown",1,"GC2","BC_S11Farm_0359","fruitnum",15,"","standard GC"
"1a2","SALK_076273C","CofC","COFC-GC3",15,"I",4,"1ENVT_GC","Unknown",1,"GC3","BC_S11Farm_0359","fruitnum",10,"","standard GC"
"1a2","SALK_076273C","CofC","COFC-GC4",19,"C",3,"1ENVT_GC","Unknown",1,"GC4","BC_S11Farm_0359","fruitnum",17,"","standard GC"
"1a2","SALK_076324C","BC","BC-GC5",5,"B",6,"1ENVT_GC","Single",1,"GC5","BC_S11Farm_0360","fruitnum",57,"","standard GC"
"1a2","SALK_076324C","BC","BC-GC6",11,"I",3,"1ENVT_GC","Single",1,"GC6","BC_S11Farm_0360","fruitnum",85,"","standard GC"
"1a2","SALK_076324C","CofC","COFC-GC1",2,"K",1,"1ENVT_GC","Single",1,"GC1","BC_S11Farm_0360","fruitnum",8,"","standard GC"
"1a2","SALK_076324C","CofC","COFC-GC2",9,"E",4,"1ENVT_GC","Single",1,"GC2","BC_S11Farm_0360","fruitnum",NA,"","standard GC"
"1a2","SALK_076324C","CofC","COFC-GC3",14,"L",6,"1ENVT_GC","Single",1,"GC3","BC_S11Farm_0360","fruitnum",14,"","standard GC"
"1a2","SALK_076324C","CofC","COFC-GC4",23,"B",1,"1ENVT_GC","Single",1,"GC4","BC_S11Farm_0360","fruitnum",11,"","standard GC"
"1a2","SALK_076337C","BC","BC-GC5",5,"E",3,"1ENVT_GC","Single",1,"GC5","BC_S11Farm_0361","fruitnum",51,"","standard GC"
"1a2","SALK_076337C","BC","BC-GC6",11,"H",2,"1ENVT_GC","Single",1,"GC6","BC_S11Farm_0361","fruitnum",119,"","standard GC"
"1a2","SALK_076337C","CofC","COFC-GC1",5,"J",4,"1ENVT_GC","Single",1,"GC1","BC_S11Farm_0361","fruitnum",12,"","standard GC"
"1a2","SALK_076337C","CofC","COFC-GC2",12,"K",2,"1ENVT_GC","Single",1,"GC2","BC_S11Farm_0361","fruitnum",14,"","standard GC"
"1a2","SALK_076337C","CofC","COFC-GC3",14,"F",6,"1ENVT_GC","Single",1,"GC3","BC_S11Farm_0361","fruitnum",17,"","standard GC"
"1a2","SALK_076337C","CofC","COFC-GC4",23,"G",1,"1ENVT_GC","Single",1,"GC4","BC_S11Farm_0361","fruitnum",15,"","standard GC"
"1a2","SALK_076362C","BC","BC-GC5",5,"L",1,"1ENVT_GC","Single",1,"GC5","BC_S11Farm_0362","fruitnum",42,"","standard GC"
"1a2","SALK_076362C","BC","BC-GC6",11,"I",2,"1ENVT_GC","Single",1,"GC6","BC_S11Farm_0362","fruitnum",86,"","standard GC"
