"exptid","accession","institution","facility","flat","row","column","fruitnum","aborted.fruits","inflorescence.height","diameter.at.bolt","treatment","parent_id"
"1a2","SALK_023810C","CofC","COFC-GC4",22,"C",5,11,2,16,17.6,"standard GC","BC_S11Farm_0094"
"1a2","SALK_023888C","BC","BC-GC5",1,"F",2,63,3,27.5,50.3,"standard GC","BC_S11Farm_0098"
"1a2","SALK_023888C","BC","BC-GC6",7,"K",2,124,19,32,57.31,"standard GC","BC_S11Farm_0098"
"1a2","SALK_023888C","CofC","COFC-GC1",2,"K",5,12,2,16.4,27.4,"standard GC","BC_S11Farm_0098"
"1a2","SALK_023888C","CofC","COFC-GC2",12,"K",1,9,3,13.6,26.1,"standard GC","BC_S11Farm_0098"
"1a2","SALK_023888C","CofC","COFC-GC3",13,"I",5,11,1,17.1,31.2,"standard GC","BC_S11Farm_0098"
"1a2","SALK_023888C","CofC","COFC-GC4",22,"B",5,8,3,10.6,16.9,"standard GC","BC_S11Farm_0098"
"1a2","SALK_023899C","BC","BC-GC5",1,"B",4,58,1,28.5,42.06,"standard GC","BC_S11Farm_0100"
"1a2","SALK_023899C","BC","BC-GC6",7,"A",4,84,11,31.5,44.45,"standard GC","BC_S11Farm_0100"
"1a2","SALK_023899C","CofC","COFC-GC1",5,"K",5,9,5,13.1,25,"standard GC","BC_S11Farm_0100"
"1a2","SALK_023899C","CofC","COFC-GC2",12,"E",5,11,10,14.1,32.4,"standard GC","BC_S11Farm_0100"
"1a2","SALK_023899C","CofC","COFC-GC3",14,"C",1,16,5,20.9,37.3,"standard GC","BC_S11Farm_0100"
"1a2","SALK_023899C","CofC","COFC-GC4",23,"G",4,18,1,14.6,36.1,"standard GC","BC_S11Farm_0100"
"1a2","SALK_023909C","BC","BC-GC5",1,"F",1,56,5,26,45.3,"standard GC","BC_S11Farm_0101"
"1a2","SALK_023909C","BC","BC-GC6",7,"J",4,75,18,26,NA,"standard GC","BC_S11Farm_0101"
"1a2","SALK_023909C","CofC","COFC-GC1",5,"L",6,13,7,17.2,25.9,"standard GC","BC_S11Farm_0101"
"1a2","SALK_023909C","CofC","COFC-GC2",9,"B",2,15,3,16.9,25.7,"standard GC","BC_S11Farm_0101"
"1a2","SALK_023909C","CofC","COFC-GC3",13,"G",2,12,2,19.4,24.3,"standard GC","BC_S11Farm_0101"
"1a2","SALK_023909C","CofC","COFC-GC4",23,"H",6,13,5,17.1,25.8,"standard GC","BC_S11Farm_0101"
"1a2","SALK_023915C","BC","BC-GC5",1,"J",3,52,6,31,43.6,"standard GC","BC_S11Farm_0103"
"1a2","SALK_023915C","BC","BC-GC6",7,"B",5,109,23,33.5,51.64,"standard GC","BC_S11Farm_0103"
"1a2","SALK_023915C","CofC","COFC-GC1",2,"B",2,11,0,14.9,28.1,"standard GC","BC_S11Farm_0103"
"1a2","SALK_023915C","CofC","COFC-GC2",8,"J",5,12,7,15.3,32.9,"standard GC","BC_S11Farm_0103"
"1a2","SALK_023915C","CofC","COFC-GC3",16,"B",3,20,3,23.6,36.9,"standard GC","BC_S11Farm_0103"
"1a2","SALK_023915C","CofC","COFC-GC4",24,"E",4,18,8,20.7,37.7,"standard GC","BC_S11Farm_0103"
"1a2","SALK_023923C","BC","BC-GC5",1,"G",2,51,17,30,50.2,"standard GC","BC_S11Farm_0104"
"1a2","SALK_023923C","BC","BC-GC6",7,"A",2,78,7,26,45.46,"standard GC","BC_S11Farm_0104"
"1a2","SALK_023923C","CofC","COFC-GC1",5,"H",3,12,4,15.2,24.3,"standard GC","BC_S11Farm_0104"
"1a2","SALK_023923C","CofC","COFC-GC2",12,"D",4,12,9,15.7,29.6,"standard GC","BC_S11Farm_0104"
"1a2","SALK_023923C","CofC","COFC-GC3",18,"E",5,14,6,18.1,31.9,"standard GC","BC_S11Farm_0104"
"1a2","SALK_023923C","CofC","COFC-GC4",21,"C",1,10,4,13.1,22.4,"standard GC","BC_S11Farm_0104"
"1a2","SALK_023943C","BC","BC-GC5",2,"L",2,64,6,28,37.69,"standard GC","BC_S11Farm_0105"
"1a2","SALK_023943C","BC","BC-GC6",8,"I",1,71,3,29,31.27,"standard GC","BC_S11Farm_0105"
"1a2","SALK_023943C","CofC","COFC-GC1",4,"C",5,12,5,14.7,28.9,"standard GC","BC_S11Farm_0105"
"1a2","SALK_023943C","CofC","COFC-GC2",9,"G",4,11,4,15.9,26.8,"standard GC","BC_S11Farm_0105"
"1a2","SALK_023943C","CofC","COFC-GC3",13,"C",4,11,1,16.2,28.7,"standard GC","BC_S11Farm_0105"
"1a2","SALK_023943C","CofC","COFC-GC4",20,"H",5,11,3,14.9,25.8,"standard GC","BC_S11Farm_0105"
"1a2","SALK_023995C","BC","BC-GC5",2,"E",1,51,21,27.5,41.37,"standard GC","BC_S11Farm_0108"
"1a2","SALK_023995C","BC","BC-GC6",8,"K",4,155,6,40.5,52.9,"standard GC","BC_S11Farm_0108"
"1a2","SALK_023995C","CofC","COFC-GC1",4,"E",1,10,5,13.8,31.9,"standard GC","BC_S11Farm_0108"
"1a2","SALK_023995C","CofC","COFC-GC2",11,"E",1,23,9,23.5,40.5,"standard GC","BC_S11Farm_0108"
"1a2","SALK_023995C","CofC","COFC-GC3",18,"A",4,10,3,13.8,24.5,"standard GC","BC_S11Farm_0108"
"1a2","SALK_023995C","CofC","COFC-GC4",23,"C",2,10,2,12.8,20.9,"standard GC","BC_S11Farm_0108"
"1a2","SALK_024005C","BC","BC-GC5",2,"L",4,12,0,23.5,NA,"standard GC","BC_S11Farm_0110"
"1a2","SALK_024005C","BC","BC-GC6",8,"B",3,NA,NA,NA,NA,"standard GC","BC_S11Farm_0110"
"1a2","SALK_024005C","CofC","COFC-GC1",4,"A",1,12,4,14.5,28.5,"standard GC","BC_S11Farm_0110"
"1a2","SALK_024005C","CofC","COFC-GC2",7,"I",1,12,7,16.9,32.1,"standard GC","BC_S11Farm_0110"
"1a2","SALK_024005C","CofC","COFC-GC3",13,"F",4,12,1,18,27.1,"standard GC","BC_S11Farm_0110"
"1a2","SALK_024005C","CofC","COFC-GC4",23,"F",6,12,2,16.1,24.6,"standard GC","BC_S11Farm_0110"
"1a2","SALK_024083C","BC","BC-GC5",2,"F",6,82,24,28.5,30.84,"standard GC","BC_S11Farm_0114"
"1a2","SALK_024083C","BC","BC-GC6",8,"L",2,67,4,29,45.54,"standard GC","BC_S11Farm_0114"
"1a2","SALK_024083C","CofC","COFC-GC1",5,"H",2,9,4,13.9,17.6,"standard GC","BC_S11Farm_0114"
"1a2","SALK_024083C","CofC","COFC-GC2",8,"B",5,12,4,15.5,26.3,"standard GC","BC_S11Farm_0114"
"1a2","SALK_024083C","CofC","COFC-GC3",18,"B",6,10,6,14.8,24.6,"standard GC","BC_S11Farm_0114"
"1a2","SALK_024083C","CofC","COFC-GC4",21,"G",4,11,4,16.4,27.4,"standard GC","BC_S11Farm_0114"
"1a2","SALK_024173C","BC","BC-GC5",2,"H",6,52,8,28,36.44,"standard GC","BC_S11Farm_0117"
"1a2","SALK_024173C","BC","BC-GC6",8,"D",2,83,7,26,41.96,"standard GC","BC_S11Farm_0117"
"1a2","SALK_024173C","CofC","COFC-GC1",1,"C",2,8,2,12.1,26,"standard GC","BC_S11Farm_0117"
"1a2","SALK_024173C","CofC","COFC-GC2",10,"H",6,30,14,25.7,38.6,"standard GC","BC_S11Farm_0117"
"1a2","SALK_024173C","CofC","COFC-GC3",16,"E",2,16,12,20.3,30.2,"standard GC","BC_S11Farm_0117"
"1a2","SALK_024173C","CofC","COFC-GC4",20,"K",4,9,4,13.9,26.9,"standard GC","BC_S11Farm_0117"
"1a2","SALK_024197C","BC","BC-GC5",2,"I",1,63,10,30,36.47,"standard GC","BC_S11Farm_0118"
"1a2","SALK_024197C","BC","BC-GC6",8,"A",3,61,27,26.6,NA,"standard GC","BC_S11Farm_0118"
"1a2","SALK_024197C","CofC","COFC-GC1",5,"I",1,13,8,16.1,32,"standard GC","BC_S11Farm_0118"
"1a2","SALK_024197C","CofC","COFC-GC2",10,"E",5,26,14,25.3,37.1,"standard GC","BC_S11Farm_0118"
"1a2","SALK_024197C","CofC","COFC-GC3",14,"G",3,16,5,21.1,31.2,"standard GC","BC_S11Farm_0118"
"1a2","SALK_024197C","CofC","COFC-GC4",23,"D",5,13,2,16.8,24.2,"standard GC","BC_S11Farm_0118"
"1a2","SALK_024200C","BC","BC-GC5",2,"C",3,112,32,26,42.15,"standard GC","BC_S11Farm_0120"
"1a2","SALK_024200C","BC","BC-GC6",8,"C",4,111,33,27.3,52.64,"standard GC","BC_S11Farm_0120"
"1a2","SALK_024200C","CofC","COFC-GC1",6,"D",2,11,5,12.4,26.3,"standard GC","BC_S11Farm_0120"
"1a2","SALK_024200C","CofC","COFC-GC2",8,"H",2,15,14,16.7,26.8,"standard GC","BC_S11Farm_0120"
"1a2","SALK_024200C","CofC","COFC-GC3",17,"K",1,11,5,13.2,28.2,"standard GC","BC_S11Farm_0120"
"1a2","SALK_024200C","CofC","COFC-GC4",19,"J",5,12,11,14.1,25.1,"standard GC","BC_S11Farm_0120"
"1a2","SALK_024205C","BC","BC-GC5",2,"G",2,NA,NA,NA,NA,"standard GC","BC_S11Farm_0121"
"1a2","SALK_024205C","BC","BC-GC6",8,"L",4,NA,NA,NA,NA,"standard GC","BC_S11Farm_0121"
"1a2","SALK_024205C","CofC","COFC-GC1",6,"L",4,18,3,23.6,34.8,"standard GC","BC_S11Farm_0121"
"1a2","SALK_024205C","CofC","COFC-GC2",7,"J",4,13,8,14,30.4,"standard GC","BC_S11Farm_0121"
"1a2","SALK_024205C","CofC","COFC-GC3",13,"L",3,11,2,18.4,27.9,"standard GC","BC_S11Farm_0121"
"1a2","SALK_024205C","CofC","COFC-GC4",22,"G",6,19,2,20.3,34.5,"standard GC","BC_S11Farm_0121"
"1a2","SALK_024221C","BC","BC-GC5",2,"H",3,86,8,32,46.67,"standard GC","BC_S11Farm_0122"
"1a2","SALK_024221C","BC","BC-GC6",8,"G",3,148,39,31.5,47.15,"standard GC","BC_S11Farm_0122"
"1a2","SALK_024221C","CofC","COFC-GC1",4,"H",2,12,4,14.9,35.6,"standard GC","BC_S11Farm_0122"
"1a2","SALK_024221C","CofC","COFC-GC2",11,"C",3,9,8,13.4,27.5,"standard GC","BC_S11Farm_0122"
"1a2","SALK_024221C","CofC","COFC-GC3",14,"E",2,9,5,15.1,25.4,"standard GC","BC_S11Farm_0122"
"1a2","SALK_024221C","CofC","COFC-GC4",24,"F",2,30,15,26.1,48,"standard GC","BC_S11Farm_0122"
"1a2","SALK_024222C","BC","BC-GC5",2,"D",2,59,19,28.5,40.87,"standard GC","BC_S11Farm_0123"
"1a2","SALK_024222C","BC","BC-GC6",8,"D",1,104,15,27.1,NA,"standard GC","BC_S11Farm_0123"
"1a2","SALK_024222C","CofC","COFC-GC1",2,"E",5,13,2,16.4,23.9,"standard GC","BC_S11Farm_0123"
"1a2","SALK_024222C","CofC","COFC-GC2",11,"B",1,13,11,17.1,24.6,"standard GC","BC_S11Farm_0123"
"1a2","SALK_024222C","CofC","COFC-GC3",16,"C",6,19,8,22.3,30.7,"standard GC","BC_S11Farm_0123"
"1a2","SALK_024222C","CofC","COFC-GC4",21,"C",4,11,3,15,22.3,"standard GC","BC_S11Farm_0123"
"1a2","SALK_024228C","BC","BC-GC5",2,"D",1,90,28,29,53.73,"standard GC","BC_S11Farm_0124"
"1a2","SALK_024228C","BC","BC-GC6",8,"J",4,104,5,33.5,53.09,"standard GC","BC_S11Farm_0124"
"1a2","SALK_024228C","CofC","COFC-GC1",1,"H",5,7,7,11.2,25,"standard GC","BC_S11Farm_0124"
"1a2","SALK_024228C","CofC","COFC-GC2",12,"D",5,16,9,17.5,31.8,"standard GC","BC_S11Farm_0124"
"1a2","SALK_024228C","CofC","COFC-GC3",17,"J",4,10,1,13.8,23.4,"standard GC","BC_S11Farm_0124"
"1a2","SALK_024228C","CofC","COFC-GC4",24,"B",1,19,16,22.2,36.7,"standard GC","BC_S11Farm_0124"
"1a2","SALK_024241C","BC","BC-GC5",2,"A",3,NA,NA,NA,NA,"standard GC","BC_S11Farm_0125"
"1a2","SALK_024241C","BC","BC-GC6",8,"C",2,116,39,29.2,54.21,"standard GC","BC_S11Farm_0125"
"1a2","SALK_024241C","CofC","COFC-GC1",4,"G",3,3,9,6.9,16.2,"standard GC","BC_S11Farm_0125"
"1a2","SALK_024241C","CofC","COFC-GC2",11,"G",4,14,7,19.2,29.7,"standard GC","BC_S11Farm_0125"
"1a2","SALK_024241C","CofC","COFC-GC3",18,"K",1,13,5,14.4,29.5,"standard GC","BC_S11Farm_0125"
"1a2","SALK_024241C","CofC","COFC-GC4",20,"C",5,8,7,12.5,19.3,"standard GC","BC_S11Farm_0125"
"1a2","SALK_024320C","BC","BC-GC5",2,"K",1,49,3,23,42.49,"standard GC","BC_S11Farm_0126"
"1a2","SALK_024320C","BC","BC-GC6",8,"B",6,106,48,28.9,42.17,"standard GC","BC_S11Farm_0126"
"1a2","SALK_024320C","CofC","COFC-GC1",5,"K",1,7,4,10.2,24.6,"standard GC","BC_S11Farm_0126"
"1a2","SALK_024320C","CofC","COFC-GC2",8,"J",3,18,9,19.6,33.7,"standard GC","BC_S11Farm_0126"
"1a2","SALK_024320C","CofC","COFC-GC3",13,"C",1,18,6,22.1,38.4,"standard GC","BC_S11Farm_0126"
"1a2","SALK_024320C","CofC","COFC-GC4",24,"K",4,26,10,24.6,36.5,"standard GC","BC_S11Farm_0126"
"1a2","SALK_024323C","BC","BC-GC5",2,"I",2,82,14,31,38.62,"standard GC","BC_S11Farm_0127"
"1a2","SALK_024323C","BC","BC-GC6",8,"H",2,167,100,28.7,34.95,"standard GC","BC_S11Farm_0127"
"1a2","SALK_024323C","CofC","COFC-GC1",6,"G",4,11,3,17.8,20,"standard GC","BC_S11Farm_0127"
"1a2","SALK_024323C","CofC","COFC-GC2",12,"J",1,15,8,18,34.8,"standard GC","BC_S11Farm_0127"
"1a2","SALK_024323C","CofC","COFC-GC3",14,"H",6,26,5,24.6,35.1,"standard GC","BC_S11Farm_0127"
"1a2","SALK_024323C","CofC","COFC-GC4",19,"K",6,15,4,21.5,24.2,"standard GC","BC_S11Farm_0127"
"1a2","SALK_024428C","BC","BC-GC5",2,"E",2,74,16,29.5,48.35,"standard GC","CofC_S11Farm_0306"
"1a2","SALK_024428C","BC","BC-GC6",8,"E",4,82,8,25.5,32.32,"standard GC","CofC_S11Farm_0306"
"1a2","SALK_024428C","CofC","COFC-GC1",4,"A",4,13,5,15.2,31.5,"standard GC","CofC_S11Farm_0306"
"1a2","SALK_024428C","CofC","COFC-GC2",8,"E",4,12,10,16.5,29.1,"standard GC","CofC_S11Farm_0306"
"1a2","SALK_024428C","CofC","COFC-GC3",17,"F",1,12,6,15.6,26.5,"standard GC","CofC_S11Farm_0306"
"1a2","SALK_024428C","CofC","COFC-GC4",22,"K",3,11,1,15,25.7,"standard GC","CofC_S11Farm_0306"
"1a2","SALK_026864C","BC","BC-GC5",2,"I",5,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0338"
"1a2","SALK_026864C","BC","BC-GC6",8,"K",5,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0338"
"1a2","SALK_026864C","CofC","COFC-GC1",4,"G",4,14,7,16.1,31.4,"standard GC","CofC_S11Farm_0338"
"1a2","SALK_026864C","CofC","COFC-GC2",12,"I",6,12,3,19.6,27.4,"standard GC","CofC_S11Farm_0338"
"1a2","SALK_026864C","CofC","COFC-GC3",16,"J",5,18,4,21.5,31,"standard GC","CofC_S11Farm_0338"
"1a2","SALK_026864C","CofC","COFC-GC4",20,"C",2,14,3,18.1,26.1,"standard GC","CofC_S11Farm_0338"
"1a2","SALK_029496C","BC","BC-GC5",2,"L",6,45,3,28.2,47.64,"standard GC","CofC_S11Farm_0361"
"1a2","SALK_029496C","BC","BC-GC6",8,"J",5,72,9,30,53.56,"standard GC","CofC_S11Farm_0361"
"1a2","SALK_029496C","CofC","COFC-GC1",6,"B",3,16,3,19.9,34.6,"standard GC","CofC_S11Farm_0361"
"1a2","SALK_029496C","CofC","COFC-GC2",7,"G",1,5,5,9.5,21,"standard GC","CofC_S11Farm_0361"
"1a2","SALK_029496C","CofC","COFC-GC3",16,"E",5,15,4,19.5,27.7,"standard GC","CofC_S11Farm_0361"
"1a2","SALK_029496C","CofC","COFC-GC4",20,"I",6,14,8,19.2,34.2,"standard GC","CofC_S11Farm_0361"
"1a2","SALK_030083C","BC","BC-GC5",2,"C",4,NA,NA,NA,NA,"standard GC","CofC_SF01_0241"
"1a2","SALK_030083C","BC","BC-GC6",8,"F",6,NA,NA,NA,NA,"standard GC","CofC_SF01_0241"
"1a2","SALK_030083C","CofC","COFC-GC1",4,"D",4,15,5,16.2,29.7,"standard GC","CofC_SF01_0241"
"1a2","SALK_030083C","CofC","COFC-GC2",7,"L",2,9,4,14,27.1,"standard GC","CofC_SF01_0241"
"1a2","SALK_030083C","CofC","COFC-GC3",14,"E",4,13,2,20,28.1,"standard GC","CofC_SF01_0241"
"1a2","SALK_030083C","CofC","COFC-GC4",24,"J",2,25,11,21.5,39.9,"standard GC","CofC_SF01_0241"
"1a2","SALK_033085C","BC","BC-GC5",2,"A",1,NA,NA,NA,NA,"standard GC","CofC_SF01_0197"
"1a2","SALK_033085C","BC","BC-GC6",8,"E",2,NA,NA,NA,NA,"standard GC","CofC_SF01_0197"
"1a2","SALK_033085C","CofC","COFC-GC1",6,"K",4,11,3,16.7,25.4,"standard GC","CofC_SF01_0197"
"1a2","SALK_033085C","CofC","COFC-GC2",12,"F",6,12,6,15.8,32.7,"standard GC","CofC_SF01_0197"
"1a2","SALK_033085C","CofC","COFC-GC3",17,"K",2,10,1,14.2,26.3,"standard GC","CofC_SF01_0197"
"1a2","SALK_033085C","CofC","COFC-GC4",21,"F",2,10,4,17.4,25.3,"standard GC","CofC_SF01_0197"
"1a2","SALK_033233C","BC","BC-GC5",2,"G",1,82,15,28,42.57,"standard GC","CofC_SF01_0282"
"1a2","SALK_033233C","BC","BC-GC6",8,"J",2,70,4,29,39.9,"standard GC","CofC_SF01_0282"
"1a2","SALK_033233C","CofC","COFC-GC1",5,"L",5,12,8,14.9,32.6,"standard GC","CofC_SF01_0282"
"1a2","SALK_033233C","CofC","COFC-GC2",11,"B",5,13,6,16.1,27.2,"standard GC","CofC_SF01_0282"
"1a2","SALK_033233C","CofC","COFC-GC3",18,"H",1,15,7,17.6,27.8,"standard GC","CofC_SF01_0282"
"1a2","SALK_033233C","CofC","COFC-GC4",23,"D",3,11,1,14.6,23.8,"standard GC","CofC_SF01_0282"
"1a2","SALK_036154C","BC","BC-GC5",2,"D",3,75,29,31.5,50.92,"standard GC","CofC_S11Farm_0422"
"1a2","SALK_036154C","BC","BC-GC6",8,"E",1,58,2,28,34.21,"standard GC","CofC_S11Farm_0422"
"1a2","SALK_036154C","CofC","COFC-GC1",3,"A",4,9,2,13.2,24.2,"standard GC","CofC_S11Farm_0422"
"1a2","SALK_036154C","CofC","COFC-GC2",8,"C",5,9,4,13.4,25.5,"standard GC","CofC_S11Farm_0422"
"1a2","SALK_036154C","CofC","COFC-GC3",13,"D",1,8,3,12.7,26.9,"standard GC","CofC_S11Farm_0422"
"1a2","SALK_036154C","CofC","COFC-GC4",20,"C",4,10,3,14.5,28.2,"standard GC","CofC_S11Farm_0422"
"1a2","SALK_037642C","BC","BC-GC5",2,"B",3,56,9,29.4,41.79,"standard GC","CofC_SF01_0244"
"1a2","SALK_037642C","BC","BC-GC6",8,"A",1,80,32,24.6,36.92,"standard GC","CofC_SF01_0244"
"1a2","SALK_037642C","CofC","COFC-GC1",4,"G",1,6,3,8.8,20.4,"standard GC","CofC_SF01_0244"
"1a2","SALK_037642C","CofC","COFC-GC2",9,"L",5,14,3,18.8,17.5,"standard GC","CofC_SF01_0244"
"1a2","SALK_037642C","CofC","COFC-GC3",16,"J",2,12,3,16.1,27.8,"standard GC","CofC_SF01_0244"
"1a2","SALK_037642C","CofC","COFC-GC4",20,"A",3,11,2,13.3,22.1,"standard GC","CofC_SF01_0244"
"1a2","SALK_038360C","BC","BC-GC5",2,"E",5,59,17,25.5,36.91,"standard GC","CofC_S11Farm_0470"
"1a2","SALK_038360C","BC","BC-GC6",8,"F",2,67,4,26,30.04,"standard GC","CofC_S11Farm_0470"
"1a2","SALK_038360C","CofC","COFC-GC1",6,"F",5,19,5,23.2,39.8,"standard GC","CofC_S11Farm_0470"
"1a2","SALK_038360C","CofC","COFC-GC2",8,"G",3,16,5,20.8,31.3,"standard GC","CofC_S11Farm_0470"
"1a2","SALK_038360C","CofC","COFC-GC3",13,"D",4,15,1,19,31.5,"standard GC","CofC_S11Farm_0470"
"1a2","SALK_038360C","CofC","COFC-GC4",22,"I",2,10,3,16.6,26.7,"standard GC","CofC_S11Farm_0470"
"1a2","SALK_039302C","BC","BC-GC5",2,"L",1,NA,NA,NA,NA,"standard GC","CofC_SF01_0048"
"1a2","SALK_039302C","BC","BC-GC6",8,"G",2,NA,NA,NA,NA,"standard GC","CofC_SF01_0048"
"1a2","SALK_039302C","CofC","COFC-GC1",5,"J",1,10,8,13.1,26.9,"standard GC","CofC_SF01_0048"
"1a2","SALK_039302C","CofC","COFC-GC2",8,"I",2,27,12,19.5,30.4,"standard GC","CofC_SF01_0048"
"1a2","SALK_039302C","CofC","COFC-GC3",18,"I",4,10,7,14.9,26.5,"standard GC","CofC_SF01_0048"
"1a2","SALK_039302C","CofC","COFC-GC4",23,"F",5,10,1,15.1,20.5,"standard GC","CofC_SF01_0048"
"1a2","SALK_039361C","BC","BC-GC5",2,"H",5,67,8,27,49.72,"standard GC","CofC_S11Farm_0488"
"1a2","SALK_039361C","BC","BC-GC6",8,"A",2,67,13,26.9,36.11,"standard GC","CofC_S11Farm_0488"
"1a2","SALK_039361C","CofC","COFC-GC1",2,"C",5,15,0,17.1,24.1,"standard GC","CofC_S11Farm_0488"
"1a2","SALK_039361C","CofC","COFC-GC2",7,"H",1,14,3,15.5,30.7,"standard GC","CofC_S11Farm_0488"
"1a2","SALK_039361C","CofC","COFC-GC3",16,"H",4,17,3,19.5,30,"standard GC","CofC_S11Farm_0488"
"1a2","SALK_039361C","CofC","COFC-GC4",20,"B",6,17,2,20.3,30,"standard GC","CofC_S11Farm_0488"
"1a2","SALK_039436C","BC","BC-GC5",2,"C",5,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0491"
"1a2","SALK_039436C","BC","BC-GC6",8,"D",6,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0491"
"1a2","SALK_039436C","CofC","COFC-GC1",6,"B",1,14,6,19,32.5,"standard GC","CofC_S11Farm_0491"
"1a2","SALK_039436C","CofC","COFC-GC2",7,"K",1,11,4,14.9,33.3,"standard GC","CofC_S11Farm_0491"
"1a2","SALK_039436C","CofC","COFC-GC3",15,"B",4,9,3,12.5,21.3,"standard GC","CofC_S11Farm_0491"
"1a2","SALK_039436C","CofC","COFC-GC4",19,"D",1,9,6,14.1,29.4,"standard GC","CofC_S11Farm_0491"
"1a2","SALK_039456C","BC","BC-GC5",2,"E",4,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0493"
"1a2","SALK_039456C","BC","BC-GC6",8,"L",6,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0493"
"1a2","SALK_039456C","CofC","COFC-GC1",2,"A",3,13,1,16.5,23.8,"standard GC","CofC_S11Farm_0493"
"1a2","SALK_039456C","CofC","COFC-GC2",11,"K",4,8,3,11.8,25,"standard GC","CofC_S11Farm_0493"
"1a2","SALK_039456C","CofC","COFC-GC3",16,"L",1,17,3,21,33.3,"standard GC","CofC_S11Farm_0493"
"1a2","SALK_039456C","CofC","COFC-GC4",21,"I",3,10,7,14.9,26.3,"standard GC","CofC_S11Farm_0493"
"1a2","SALK_039478C","BC","BC-GC5",2,"C",2,37,8,14.5,37.22,"standard GC","CofC_S11Farm_0495"
"1a2","SALK_039478C","BC","BC-GC6",8,"G",1,61,6,34.5,15.31,"standard GC","CofC_S11Farm_0495"
"1a2","SALK_039478C","CofC","COFC-GC1",2,"B",1,19,1,21.7,24.1,"standard GC","CofC_S11Farm_0495"
"1a2","SALK_039478C","CofC","COFC-GC2",12,"B",6,10,7,14,29.1,"standard GC","CofC_S11Farm_0495"
"1a2","SALK_039478C","CofC","COFC-GC3",15,"L",4,14,1,16.6,32,"standard GC","CofC_S11Farm_0495"
"1a2","SALK_039478C","CofC","COFC-GC4",24,"F",3,27,21,25.3,40.9,"standard GC","CofC_S11Farm_0495"
"1a2","SALK_042113C","BC","BC-GC5",2,"B",6,55,26,27,39.04,"standard GC","CofC_SF01_0288"
"1a2","SALK_042113C","BC","BC-GC6",8,"L",1,38,3,23,NA,"standard GC","CofC_SF01_0288"
"1a2","SALK_042113C","CofC","COFC-GC1",6,"C",6,15,4,20.9,34.6,"standard GC","CofC_SF01_0288"
"1a2","SALK_042113C","CofC","COFC-GC2",7,"C",5,11,5,13.6,29.3,"standard GC","CofC_SF01_0288"
"1a2","SALK_042113C","CofC","COFC-GC3",17,"C",3,7,2,11.8,21.8,"standard GC","CofC_SF01_0288"
"1a2","SALK_042113C","CofC","COFC-GC4",24,"I",1,22,11,22.5,38.5,"standard GC","CofC_SF01_0288"
"1a2","SALK_042719C","BC","BC-GC5",2,"K",6,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0530"
"1a2","SALK_042719C","BC","BC-GC6",8,"K",1,NA,NA,NA,NA,"standard GC","CofC_S11Farm_0530"
"1a2","SALK_042719C","CofC","COFC-GC1",4,"B",1,14,3,15.3,34.4,"standard GC","CofC_S11Farm_0530"
"1a2","SALK_042719C","CofC","COFC-GC2",12,"B",5,10,8,14.8,25.9,"standard GC","CofC_S11Farm_0530"
"1a2","SALK_042719C","CofC","COFC-GC3",15,"J",5,7,3,11.7,22.1,"standard GC","CofC_S11Farm_0530"
"1a2","SALK_042719C","CofC","COFC-GC4",22,"L",1,13,0,16.1,28.3,"standard GC","CofC_S11Farm_0530"
"1a2","SALK_044022C","BC","BC-GC5",2,"A",6,42,5,26.8,34.29,"standard GC","CofC_S11Farm_0542"
"1a2","SALK_044022C","BC","BC-GC6",8,"K",2,68,5,29,41.18,"standard GC","CofC_S11Farm_0542"
"1a2","SALK_044022C","CofC","COFC-GC1",5,"I",6,13,5,17.4,30.1,"standard GC","CofC_S11Farm_0542"
"1a2","SALK_044022C","CofC","COFC-GC2",9,"I",6,13,3,19,32.3,"standard GC","CofC_S11Farm_0542"
"1a2","SALK_044022C","CofC","COFC-GC3",14,"G",6,16,1,21.8,27.2,"standard GC","CofC_S11Farm_0542"
"1a2","SALK_044022C","CofC","COFC-GC4",23,"C",4,9,2,13.4,24.7,"standard GC","CofC_S11Farm_0542"
"1a2","SALK_044330C","BC","BC-GC5",2,"J",6,44,3,27,41.49,"standard GC","CofC_SF01_0318"
"1a2","SALK_044330C","BC","BC-GC6",8,"J",3,109,7,33.5,37.67,"standard GC","CofC_SF01_0318"
"1a2","SALK_044330C","CofC","COFC-GC1",1,"C",6,11,7,13.7,26.2,"standard GC","CofC_SF01_0318"
"1a2","SALK_044330C","CofC","COFC-GC2",10,"C",4,13,7,17.3,29,"standard GC","CofC_SF01_0318"
"1a2","SALK_044330C","CofC","COFC-GC3",13,"G",4,16,1,20,35.6,"standard GC","CofC_SF01_0318"
"1a2","SALK_044330C","CofC","COFC-GC4",24,"J",1,25,15,22.7,40,"standard GC","CofC_SF01_0318"
"1a2","SALK_045463C","BC","BC-GC5",2,"K",2,52,9,27.5,39.29,"standard GC","CofC_S11Farm_0565"
"1a2","SALK_045463C","BC","BC-GC6",8,"F",3,108,3,31,55.17,"standard GC","CofC_S11Farm_0565"
