accession,plant_num,plant_id,parent_id,seed_stock_location,seed_quantity,isolation_id,comments
SALK_087126C,2A,CofC_S11Farm_1016,,S11Farm_Box12_56,>100,,
SALK_087126C,2B,CofC_S11Farm_1017,,S11Farm_Box15_53,100,,
SALK_087164C,1A,CofC_S11Farm_1018,,S11Farm_Box13_57,50,,
SALK_087164C,1B,CofC_S11Farm_1019,,S11Farm_Box06_53,100,I12-G02-14,
SALK_087164C,2A,CofC_S11Farm_1020,,S11Farm_Box15_51,100,I11-V11-3,
SALK_087164C,2B,CofC_S11Farm_1021,,S11Farm_Box06_49,100,,
SALK_087435C,1A,CofC_S11Farm_1022,,S11Farm_Box08_43,100,,
SALK_087435C,1B,CofC_S11Farm_1023,,S11Farm_Box05_15,40,I12-G05-17,
SALK_087435C,1H,CofC_S11Farm_1024,,,,I12-K03-10,
SALK_087435C,2A,CofC_S11Farm_1025,,S11Farm_Box08_40,25,,
SALK_087435C,2B,CofC_S11Farm_1026,,S11Farm_Box05_9,100,,
SALK_087493C,1,CofC_S11Farm_1027,,,,,
SALK_087519C,1A,CofC_S11Farm_1028,,S11Farm_Box15_56,>100,,
SALK_087519C,1B,CofC_S11Farm_1029,,S11Farm_Box10_59,30,,
SALK_087519C,2A,CofC_S11Farm_1030,,S11Farm_Box15_66,>100,I11-V10-7,
SALK_087519C,2B,CofC_S11Farm_1031,,S11Farm_Box10_60,100,,
SALK_087636C,1,CofC_S11Farm_1032,,S11Farm_Box04_65,100,I11-G02-13,
SALK_087636C,2,CofC_S11Farm_1033,,S11Farm_Box02_37,100,,
SALK_087636C,1A,CofC_S11Farm_1034,,,,,
SALK_087636C,1B,CofC_S11Farm_1035,,S11Farm_Box02_37,100,,
SALK_087720C,1,CofC_S11Farm_1036,,Hanna_Box01_79,8,,
SALK_087720C,2,CofC_S11Farm_1037,,S11Farm_Box11_9,100,I11-G02-13,
SALK_087804C,1,CofC_S11Farm_1038,,Hanna_Box01_9,30,I11-V08-13,
SALK_087836C,2,CofC_S11Farm_1039,,S11Farm_Box07_81,30,,
SALK_087836C,1A,CofC_S11Farm_1040,,S11Farm_Box02_57,50,,
SALK_087836C,1B,CofC_S11Farm_1041,,S11Farm_Box14_13,60,,
SALK_087870C,1,CofC_S11Farm_1042,,S11Farm_Box15_48,>100,I11-V10-9,
SALK_087870C,3,CofC_S11Farm_1043,,,,,
SALK_088114C,2,CofC_S11Farm_1044,,S11Farm_Box12_70,>>100,I11-G05-16,
SALK_088114C,1A,CofC_S11Farm_1045,,S11Farm_Box01_72,>100,I12-K13-19,
SALK_088114C,1B,CofC_S11Farm_1046,,S11Farm_Box12_63,>>100,,
SALK_088114C,1C,CofC_S11Farm_1047,,S11Farm_Box11_73,50,,
SALK_088140C,1,CofC_S11Farm_1048,,,,,
SALK_088140C,2,CofC_S11Farm_1049,,S11Farm_Box10_74,90,I11-G03-23,
SALK_088140C,3,CofC_S11Farm_1050,,,,I11-V06-4,
SALK_088253C,1A,CofC_S11Farm_1051,,S11Farm_Box14_5,30,,
SALK_088253C,1B,CofC_S11Farm_1052,,S11Farm_Box13_59,100,,
SALK_088253C,2A,CofC_S11Farm_1053,,S11Farm_Box14_7,100,I11-G02-10,
SALK_088253C,2B,CofC_S11Farm_1054,,S11Farm_Box12_79,100,,
SALK_088429C,2,CofC_S11Farm_1055,,S11Farm_Box06_42,80,,two DNA isolations labeled plant #2
SALK_088429C,1A,CofC_S11Farm_1056,,S11Farm_Box13_59,100,I11-W01-7,
SALK_088429C,1B,CofC_S11Farm_1057,,S11Farm_Box06_37,100,,
SALK_088551C,1,CofC_S11Farm_1058,,Hanna_Box01_60,>100,I12-V04-13,
SALK_088786C,,CofC_S11Farm_1059,,,,,FARM_FAIL
SALK_088888C,2,CofC_S11Farm_1060,,S11Farm_Box12_38,80,I11-V04-8,
SALK_088888C,1A,CofC_S11Farm_1061,,,,,Tissue and seed samples labeled the same
SALK_088888C,1B,CofC_S11Farm_1062,,,,,Tissue and seed samples labeled the same
SALK_089300C,2,CofC_S11Farm_1063,,S11Farm_Box07_70,50,I11-G05-23,
SALK_089300C,1A,CofC_S11Farm_1064,,S11Farm_Box01_81,>100,,
SALK_089300C,1B,CofC_S11Farm_1065,,S11Farm_Box06_66,120,,
SALK_089300C,1C,CofC_S11Farm_1066,,S11Farm_Box07_75,40,,
SALK_089300C,2H,CofC_S11Farm_1067,,Hanna_Box01_20,>100,,
SALK_089785C,1A,CofC_S11Farm_1068,,S11Farm_Box12_40,50,I12-G04-18,
SALK_089785C,1B,CofC_S11Farm_1069,,,,,
SALK_089785C,2A,CofC_S11Farm_1070,,S11Farm_Box12_39,100,,
SALK_089785C,2B,CofC_S11Farm_1071,,,,,
SALK_089798C,1,CofC_S11Farm_1072,,S11Farm_Box10_76,40,,
SALK_089798C,2,CofC_S11Farm_1073,,S11Farm_Box10_71,50,I11-G03-28,
SALK_089917C,3,CofC_S11Farm_1074,,,,I11-L14-29,
SALK_089917C,1A,CofC_S11Farm_1075,,S11Farm_Box15_67,60,,
SALK_089917C,1B,CofC_S11Farm_1076,,S11Farm_Box13_72,70,I11-V10-13,
SALK_089917C,2A,CofC_S11Farm_1077,,S11Farm_Box07_5,20,I11-G04-6,
SALK_089917C,2B,CofC_S11Farm_1078,,S11Farm_Box13_52,100,,
SALK_089992C,,CofC_S11Farm_1079,,,,,DNG
SALK_090239C,1,CofC_S11Farm_1080,,S11Farm_Box13_42,100,I11-W03-19,
SALK_090239C,1H,CofC_S11Farm_1081,,Hanna_Box02_35,100,I11-V12-14,
SALK_090508C,1,CofC_S11Farm_1082,,S11Farm_Box12_55,>100,,
SALK_090508C,2,CofC_S11Farm_1083,,S11Farm_Box05_55,130,I12-G05-24,
SALK_090909C,,CofC_S11Farm_1084,,,,,DNG
SALK_090939C,,CofC_S11Farm_1085,,,,,FARM_FAIL
SALK_091066C,1A,CofC_S11Farm_1086,,S11Farm_Box13_28,100,,
SALK_091066C,1B,CofC_S11Farm_1087,,S11Farm_Box07_52,100,,
SALK_091066C,2A,CofC_S11Farm_1088,,S11Farm_Box13_33,100,,
SALK_091066C,2B,CofC_S11Farm_1089,,S11Farm_Box07_78,100,I11-W02-14,
SALK_091133C,1A,CofC_S11Farm_1090,,S11Farm_Box13_69,50,,
SALK_091133C,1B,CofC_S11Farm_1091,,,,,
SALK_091133C,2A,CofC_S11Farm_1092,,S11Farm_Box13_74,50,,
SALK_091133C,2B,CofC_S11Farm_1093,,S11Farm_Box07_79,100,I11-G03-30,
SALK_091532C,1,CofC_S11Farm_1094,,S11Farm_Box07_73,30,,
SALK_091532C,2,CofC_S11Farm_1095,,,,I12-G06-21,
SALK_091532C,2A,CofC_S11Farm_1096,,S11Farm_Box05_31,120,,
SALK_091532C,2B,CofC_S11Farm_1097,,S11Farm_Box07_59,100,I11-G04-11,
SALK_091887C,1,CofC_S11Farm_1098,,S11Farm_Box05_65,100,I11-G03-2,
SALK_091887C,1H,CofC_S11Farm_1099,,Hanna_Box02_67,100,I12-V04-9,
SALK_092097C,1,CofC_S11Farm_1100,,S11Farm_Box09_70,100,,
SALK_092097C,2,CofC_S11Farm_1101,,S11Farm_Box09_52,75,I11-G04-4,
SALK_092654C,2,CofC_S11Farm_1102,,,,I12-K06-2,
SALK_092654C,3,CofC_S11Farm_1103,,,,I11-V04-1,
SALK_092654C,1A,CofC_S11Farm_1104,,S11Farm_Box13_27,60,I11-V13-1,
SALK_092654C,1B,CofC_S11Farm_1105,,S11Farm_Box06_68,20,,
SALK_092654C,2A,CofC_S11Farm_1106,,S11Farm_Box13_32,100,,
SALK_092654C,2B,CofC_S11Farm_1107,,,,,
SALK_092758C,1,CofC_S11Farm_1108,,Hanna_Box01_33,>100,I12-V04-2,
SALK_092897C,1,CofC_S11Farm_1109,,S11Farm_Box05_46,80,I11-L14-23,
SALK_092897C,1H,CofC_S11Farm_1110,,,,,
SALK_092897C,2A,CofC_S11Farm_1111,,S11Farm_Box10_10,10,,
SALK_092897C,2B,CofC_S11Farm_1112,,S11Farm_Box13_53,60,I12-G06-19,
SALK_093023C,1,CofC_S11Farm_1113,,,,I11-V04-3,
SALK_093360C,1,CofC_S11Farm_1114,,S11Farm_Box02_43,20,,
SALK_093360C,2,CofC_S11Farm_1115,,S11Farm_Box07_72,50,,
SALK_093360C,1A,CofC_S11Farm_1116,,S11Farm_Box07_60,100,I11-G02-26,
SALK_093390C,1,CofC_S11Farm_1117,,S11Farm_Box05_67,100,I11-G03-9,
SALK_093390C,2,CofC_S11Farm_1118,,Hanna_Box02_56,>100,I12-K02-7,
SALK_093390C,1H,CofC_S11Farm_1119,,Hanna_Box03_4,>100,,
SALK_093499C,1A,CofC_S11Farm_1120,,S11Farm_Box08_31,40,,
SALK_093499C,1B,CofC_S11Farm_1121,,S11Farm_Box13_62,100,I12-G04-10,
SALK_093499C,1C,CofC_S11Farm_1122,,S11Farm_Box05_76,100,,
SALK_093499C,1H,CofC_S11Farm_1123,,,,I12-V03-2,
SALK_093499C,2A,CofC_S11Farm_1124,,S11Farm_Box08_32,40,,
SALK_093499C,2B,CofC_S11Farm_1125,,S11Farm_Box14_10,100,I11-V10-2,
SALK_093876C,1,CofC_S11Farm_1126,,S11Farm_Box14_31,80,I12-K05-11,
SALK_093876C,2,CofC_S11Farm_1127,,S11Farm_Box14_14,30,,
SALK_093946C,1,CofC_S11Farm_1128,,S11Farm_Box07_57,80,I11-V11-15,
SALK_093946C,2,CofC_S11Farm_1129,,,,I11-G04-1,
SALK_093946C,1H,CofC_S11Farm_1130,,Hanna_Box02_16,30,,
SALK_093993C,1,CofC_S11Farm_1131,,S11Farm_Box05_34,150,I12-G03-27,
SALK_093993C,1H,CofC_S11Farm_1132,,Hanna_Box01_23,50,I12-K03-7,
SALK_093993C,2A,CofC_S11Farm_1133,,S11Farm_Box03_76,100,,
SALK_093993C,2B,CofC_S11Farm_1134,,S11Farm_Box12_47,20,I11-V13-9,
SALK_094246C,,CofC_S11Farm_1135,,,,,FARM_FAIL
SALK_094400C,,CofC_S11Farm_1136,,,,,FARM_FAIL
SALK_094496C,,CofC_S11Farm_1137,,,,,FARM_FAIL
SALK_094623C,1,CofC_S11Farm_1138,,S11Farm_Box13_54,50,,
SALK_094623C,4,CofC_S11Farm_1139,,S11_BoxH_65,50,I11-L14-20,
SALK_094623C,2A,CofC_S11Farm_1140,,S11Farm_Box15_47,60,,
SALK_094623C,2B,CofC_S11Farm_1141,,S11Farm_Box07_74,50,I11-G04-18,
SALK_094844C,2,CofC_S11Farm_1142,,S11Farm_Box06_60,110,,
SALK_094844C,3,CofC_S11Farm_1143,,,,I11-V11-1,two tubes of seed labeled #3 both in Hanna's box
SALK_094844C,4,CofC_S11Farm_1144,,Hanna_Box01_44,>100,I11-V07-4,
SALK_094844C,1A,CofC_S11Farm_1145,,S11Farm_Box12_60,>100,,
SALK_094844C,1B,CofC_S11Farm_1146,,S11Farm_Box06_41,100,,
SALK_094844C,1H,CofC_S11Farm_1147,,Hanna_Box01_35,50,,
SALK_094844C,3H,CofC_S11Farm_1148,,,,I12-K03-15,two tubes of seed labeled #3 both in Hanna's box
SALK_094864C,1,CofC_S11Farm_1149,,CofC_SF05_36,,I12-P05-7,
SALK_094864C,2,CofC_S11Farm_1150,,S11Farm_Box06_54,30,,
SALK_094864C,1A,CofC_S11Farm_1151,,S11Farm_Box01_71,100,,
SALK_094864C,1B,CofC_S11Farm_1152,,S11Farm_Box05_72,90,,
SALK_094864C,2H,CofC_S11Farm_1153,,Hanna_Box01_13,>100,I12-K02-1,
SALK_094988C,1,CofC_S11Farm_1154,,Hanna_Box02_57,>100,I12-V04-4,
SALK_094988C,2,CofC_S11Farm_1155,,Hanna_Box02_53,>100,,
SALK_094988C,3,CofC_S11Farm_1156,,S11Farm_Box14_57,100,,
SALK_094988C,4,CofC_S11Farm_1157,,Hanna_Box02_51,100,,
SALK_095092C,1,CofC_S11Farm_1158,,S11Farm_Box02_35,80,I12-W05-9,
SALK_095299C,1A,CofC_S11Farm_1159,,S11Farm_Box05_10,150,I12-G02-29,
SALK_095299C,1B,CofC_S11Farm_1160,,S11Farm_Box11_51,100,,
SALK_095299C,2A,CofC_S11Farm_1161,,S11Farm_Box05_11,80,,
SALK_095299C,2B,CofC_S11Farm_1162,,S11Farm_Box11_49,100,,
SALK_095484C,1,CofC_S11Farm_1163,,S11Farm_Box07_38,100,,
SALK_095484C,2,CofC_S11Farm_1164,,S11Farm_Box07_31,100,I11-G03-6,
SALK_095643C,1,CofC_S11Farm_1165,,,,,
SALK_095643C,2,CofC_S11Farm_1166,,,,I11-W04-4,
SALK_095643C,1A,CofC_S11Farm_1167,,,,,
SALK_095643C,1B,CofC_S11Farm_1168,,,,,
SALK_095643C,2H,CofC_S11Farm_1169,,,,,
SALK_095775C,1A,CofC_S11Farm_1170,,S11Farm_Box08_71,100,I11-G02-17,
SALK_095775C,1B,CofC_S11Farm_1171,,,,,
SALK_095775C,2A,CofC_S11Farm_1172,,,,,
SALK_095775C,2B,CofC_S11Farm_1173,,S11Farm_Box09_40,75,,
SALK_096606C,1,CofC_S11Farm_1174,,S11Farm_Box07_56,100,I11-G05-20,
SALK_096810C,1,CofC_S11Farm_1175,,S11Farm_Box02_74,100,I12-L08-8,
SALK_096810C,2,CofC_S11Farm_1176,,Hanna_Box01_41,90,,
SALK_096810C,1H,CofC_S11Farm_1177,,Hanna_Box02_76,>100,I12-G06-5,
SALK_097435C,1A,CofC_S11Farm_1178,,S11Farm_Box05_73,5,,
SALK_097435C,1B,CofC_S11Farm_1179,,S11Farm_Box06_76,150,,
SALK_097435C,2A,CofC_S11Farm_1180,,S11Farm_Box03_72,20,I11-G05-22,
SALK_097435C,2B,CofC_S11Farm_1181,,,,,
SALK_098016C,,CofC_S11Farm_1182,,,,,FARM_FAIL
SALK_098383C,2,CofC_S11Farm_1183,,S11Farm_Box10_66,>100,I11-G01-19,
SALK_098383C,3,CofC_S11Farm_1184,,S11Farm_Box14_71,20,,
SALK_098383C,4,CofC_S11Farm_1185,,S11Farm_Box14_73,3,,
SALK_098383C,1A,CofC_S11Farm_1186,,S11Farm_Box01_40,50,,
SALK_098383C,1B,CofC_S11Farm_1187,,,,,
SALK_098505C,2,CofC_S11Farm_1188,,S11Farm_Box10_56,100,I11-G04-30,
SALK_098505C,1A,CofC_S11Farm_1189,,S11Farm_Box15_55,>100,I11-V10-15,
SALK_098505C,1B,CofC_S11Farm_1190,,S11Farm_Box10_55,>100,,
SALK_098531C,1A,CofC_S11Farm_1191,,S11Farm_Box11_3,100,I11-G05-15,
SALK_098531C,1B,CofC_S11Farm_1192,,,,,
SALK_098531C,2A,CofC_S11Farm_1193,,S11Farm_Box11_2,50,,
SALK_098531C,2B,CofC_S11Farm_1194,,,,,
SALK_098702C,1,CofC_S11Farm_1195,,,,I12-G05-20,
SALK_098702C,2,CofC_S11Farm_1196,,S11Farm_Box09_21,100,I11-V11-2,
SALK_098706C,1,CofC_S11Farm_1197,,Hanna_Box02_63,35,,tissue in box K
SALK_098706C,2,CofC_S11Farm_1198,,S11Farm_Box10_73,100,,
SALK_098909C,,CofC_S11Farm_1199,,,,,FARM_FAIL
SALK_099356C,1,CofC_S11Farm_1200,,,,,
SALK_099356C,2,CofC_S11Farm_1201,,S11Farm_Box06_2,2,,
SALK_099356C,1A,CofC_S11Farm_1202,,S11Farm_Box15_10,15,,
SALK_099356C,1B,CofC_S11Farm_1203,,S11Farm_Box06_62,20,I12-W06-23,
SALK_099462C,1A,CofC_S11Farm_1204,,,,,
SALK_099462C,1B,CofC_S11Farm_1205,,S11Farm_Box13_29,100,,
SALK_099462C,2A,CofC_S11Farm_1206,,S11Farm_Box01_76,>100,I12-G06-30,
SALK_099462C,2B,CofC_S11Farm_1207,,S11Farm_Box13_30,50,,
SALK_099500C,1A,CofC_S11Farm_1208,,S11Farm_Box09_78,30,,
SALK_099500C,1B,CofC_S11Farm_1209,,S11Farm_Box13_64,100,I12-W05-6,
SALK_099500C,2A,CofC_S11Farm_1210,,S11Farm_Box09_77,10,,
SALK_099500C,2B,CofC_S11Farm_1211,,S11Farm_Box13_58,90,,
SALK_099843C,2,CofC_S11Farm_1212,,S11Farm_Box07_32,80,,
SALK_099843C,1A,CofC_S11Farm_1213,,,,,
SALK_099843C,1B,CofC_S11Farm_1214,,S11Farm_Box12_46,100,I12-G04-3,
SALK_099843C,1C,CofC_S11Farm_1215,,S11Farm_Box11_74,30,,
SALK_099843C,1D,CofC_S11Farm_1216,,S11Farm_Box07_55,50,I12-K01-5,
SALK_099847C,2,CofC_S11Farm_1217,,,,I11-V02-2,
SALK_099847C,1A,CofC_S11Farm_1218,,,,I12-G03-20,
SALK_099847C,1B,CofC_S11Farm_1219,,S11Farm_Box07_20,30,I11-W03-9,
SALK_100047C,2,CofC_S11Farm_1220,,S11Farm_Box07_33,100,,
SALK_100047C,1A,CofC_S11Farm_1221,,S11Farm_Box07_39,100,,
SALK_100047C,1B,CofC_S11Farm_1222,,S11Farm_Box10_2,,I12-W05-19,
SALK_100047C,2H,CofC_S11Farm_1223,,Hanna_Box02_26,50,,
SALK_100993C,1B,CofC_S11Farm_1224,,S11Farm_Box07_37,100,,
SALK_100993C,2A,CofC_S11Farm_1225,,S11Farm_Box07_35,40,I11-V13-6,
SALK_100993C,2B,CofC_S11Farm_1226,,,,,
SALK_101082C,1,CofC_S11Farm_1227,,Hanna_Box01_80,>100,I12-V04-11,
SALK_101474C,1A,CofC_S11Farm_1228,,S11Farm_Box07_2,100,I11-G02-29,
SALK_101474C,1B,CofC_S11Farm_1229,,,,,
SALK_101474C,1H,CofC_S11Farm_1230,,,,,
SALK_101474C,2A,CofC_S11Farm_1231,,S11Farm_Box14_47,50,,
SALK_101474C,2B,CofC_S11Farm_1232,,S11Farm_Box12_73,>100,,
SALK_101542C,2,CofC_S11Farm_1233,,S11Farm_Box04_14,100,,
SALK_101542C,1A,CofC_S11Farm_1234,,S11Farm_Box02_55,100,I12-G02-27,
SALK_101542C,1B,CofC_S11Farm_1235,,S11Farm_Box04_36,>100,,
SALK_101543C,1,CofC_S11Farm_1236,,S11Farm_Box06_67,50,,
SALK_101697C,1,CofC_S11Farm_1237,,S11Farm_Box11_56,100,I12-V02-23,
SALK_101697C,2,CofC_S11Farm_1238,,S11Farm_Box11_60,50,,
SALK_101697C,1H,CofC_S11Farm_1239,,Hanna_Box01_19,>100,I12-V03-5,
SALK_101874C,1,CofC_S11Farm_1240,,S11Farm_Box06_58,50,I12-G04-19,
SALK_101874C,2,CofC_S11Farm_1241,,S11Farm_Box06_59,120,I12-K13-13,
SALK_101874C,1H,CofC_S11Farm_1242,,Hanna_Box02_9,5,,
SALK_101961C,,CofC_S11Farm_1243,,,,,DNG
SALK_102160C,1,CofC_S11Farm_1244,,S11Farm_Box01_77,50,,tissue in box K
SALK_102383C,1,CofC_S11Farm_1245,,,,,
SALK_102383C,2,CofC_S11Farm_1246,,S11Farm_Box07_17,100,I11-G01-11,
SALK_102383C,3,CofC_S11Farm_1247,,,,,
SALK_102422C,1,CofC_S11Farm_1248,,Hanna_Box01_32,>100,I12-K04-13,
SALK_102754C,1A,CofC_S11Farm_1249,,S11Farm_Box09_43,>100,,
SALK_102754C,1B,CofC_S11Farm_1250,,S11Farm_Box01_27,7,,
SALK_102754C,1C,CofC_S11Farm_1251,,S11Farm_Box02_34,80,I12-K13-21,
SALK_102754C,2A,CofC_S11Farm_1252,,S11Farm_Box09_46,>100,,
SALK_102754C,2B,CofC_S11Farm_1253,,S11Farm_Box01_39,10,,
SALK_102821C,1,CofC_S11Farm_1254,,S11Farm_Box13_40,100,I12-G04-14,
SALK_102934C,1,CofC_S11Farm_1255,,S11Farm_Box09_41,>100,I12-G05-9,
SALK_102934C,2,CofC_S11Farm_1256,,S11Farm_Box09_42,>100,,
SALK_102934C,1H,CofC_S11Farm_1257,,Hanna_Box01_75,60,I12-K03-12,
SALK_103127C,1,CofC_S11Farm_1258,,,,,no seed or DNA
SALK_103127C,2,CofC_S11Farm_1259,,,,,no seed or DNA
SALK_103345C,1,CofC_S11Farm_1260,,S11Farm_Box07_21,100,I11-G04-3,
SALK_103345C,1H,CofC_S11Farm_1261,,,,I12-K01-8,
SALK_103345C,2A,CofC_S11Farm_1262,,,,,
SALK_103345C,2B,CofC_S11Farm_1263,,,,,
SALK_103345C,2H,CofC_S11Farm_1264,,,,,
SALK_103724C,1A,CofC_S11Farm_1265,,S11Farm_Box08_27,3,,
SALK_103724C,1B,CofC_S11Farm_1266,,S11Farm_Box01_66,50,,
SALK_103724C,1H,CofC_S11Farm_1267,,Hanna_Box02_34,100,,
SALK_103724C,2A,CofC_S11Farm_1268,,S11Farm_Box08_28,60,,
SALK_103724C,2B,CofC_S11Farm_1269,,S11Farm_Box01_67,>100,I12-G03-15,
SALK_103724C,2H,CofC_S11Farm_1270,,Hanna_Box03_12,50,,
SALK_104042C,1A,CofC_S11Farm_1271,,S11Farm_Box09_24,20,,
SALK_104042C,1B,CofC_S11Farm_1272,,,,,
SALK_104042C,1H,CofC_S11Farm_1273,,,,,
SALK_104042C,2A,CofC_S11Farm_1274,,S11Farm_Box09_23,100,,tissue in box D
SALK_104042C,2B,CofC_S11Farm_1275,,S11Farm_Box07_7,20,,
SALK_104164C,3,CofC_S11Farm_1276,,Hanna_Box01_42,100,I12-K04-8,
SALK_104164C,1A,CofC_S11Farm_1277,,S11Farm_Box01_28,10,,
SALK_104164C,1B,CofC_S11Farm_1278,,S11Farm_Box14_28,10,,
SALK_104164C,1H,CofC_S11Farm_1279,,,,,
SALK_104164C,2A,CofC_S11Farm_1280,,S11Farm_Box07_19,50,,
SALK_104164C,2B,CofC_S11Farm_1281,,S11Farm_Box14_34,20,,
SALK_104404C,1,CofC_S11Farm_1282,,S11Farm_Box11_21,100,I12-G02-1,
SALK_104404C,2,CofC_S11Farm_1283,,S11Farm_Box11_25,100,,
SALK_104454C,2,CofC_S11Farm_1284,,S11Farm_Box09_19,>100,,
SALK_104454C,3,CofC_S11Farm_1285,,Hanna_Box01_70,>100,I12-K04-3,
SALK_104454C,4,CofC_S11Farm_1286,,S11Farm_BoxF_10,70,I11-L14-2,
SALK_104454C,1A,CofC_S11Farm_1287,,S11Farm_Box09_20,60,,
SALK_104454C,1B,CofC_S11Farm_1288,,,,,
SALK_104586C,,CofC_S11Farm_1289,,,,,DNG
SALK_104622C,1,CofC_S11Farm_1290,,S11Farm_Box04_81,80,I12-W05-28,
SALK_104622C,2,CofC_S11Farm_1291,,S11Farm_Box04_66,50,,
SALK_104701C,2,CofC_S11Farm_1292,,S11Farm_Box03_54,100,,
SALK_104701C,1A,CofC_S11Farm_1293,,S11Farm_Box03_49,100,,
SALK_104701C,1B,CofC_S11Farm_1294,,S11Farm_Box06_72,100,I12-K01-9,
SALK_104701C,1H,CofC_S11Farm_1295,,,,,
SALK_105816C,1A,CofC_S11Farm_1296,,S11Farm_Box09_39,80,,
SALK_105816C,1B,CofC_S11Farm_1297,,S11Farm_Box09_74,>100,,
SALK_105816C,2A,CofC_S11Farm_1298,,S11Farm_Box09_38,100,,
SALK_105816C,2B,CofC_S11Farm_1299,,S11Farm_Box12_36,>100,,
SALK_105816C,2H,CofC_S11Farm_1300,,Hanna_Box02_41,50,I11-W02-8,
SALK_105816C,3H,CofC_S11Farm_1301,,Hanna_Box01_62,7,I11-V08-10,
SALK_105880C,1,CofC_S11Farm_1302,,S11Farm_Box06_65,20,,
SALK_105880C,2,CofC_S11Farm_1303,,Hanna_Box02_24,100,,
SALK_105880C,1H,CofC_S11Farm_1304,,Hanna_Box02_6,>100,I12-K03-8,
SALK_105953C,2,CofC_S11Farm_1305,,S11Farm_Box12_26,30,I11-V02-1,
SALK_105953C,4,CofC_S11Farm_1306,,,,I11-V03-2,
SALK_105953C,1A,CofC_S11Farm_1307,,S11Farm_Box07_18,50,I11-G01-12,
SALK_105953C,1B,CofC_S11Farm_1308,,S11Farm_Box12_30,90,,
SALK_105953C,1H,CofC_S11Farm_1309,,,,,
SALK_105953C,2H,CofC_S11Farm_1310,,,,,
SALK_106046C,1,CofC_S11Farm_1311,,S11Farm_Box14_42,100,I11-G05-28,
SALK_106046C,2,CofC_S11Farm_1312,,S11Farm_Box07_1,20,,
SALK_106258C,1,CofC_S11Farm_1313,,S11Farm_Box04_77,50,,Two DNA isolations both labeled #2
SALK_106258C,2,CofC_S11Farm_1314,,S11Farm_Box11_4,20,,
SALK_106364C,1,CofC_S11Farm_1315,,S11Farm_Box15_40,>100,I12-K05-7,
SALK_106364C,1H,CofC_S11Farm_1316,,,,,
SALK_106364C,2A,CofC_S11Farm_1317,,S11Farm_Box15_24,>100,,
SALK_106364C,2B,CofC_S11Farm_1318,,S11Farm_Box06_46,50,,
SALK_106466C,1,CofC_S11Farm_1319,,S11Farm_Box15_39,>>100,I12-K06-15,
SALK_106466C,2A,CofC_S11Farm_1320,,S11Farm_Box15_38,>100,,
SALK_106466C,2B,CofC_S11Farm_1321,,,,,
SALK_106920C,3,CofC_S11Farm_1322,,,,I11-L14-1,
SALK_106920C,4,CofC_S11Farm_1323,,Hanna_Box02_49,>100,I12-G06-14,
SALK_106920C,1A,CofC_S11Farm_1324,,S11Farm_Box08_46,>100,,
SALK_106920C,1B,CofC_S11Farm_1325,,,,,
SALK_106920C,1C,CofC_S11Farm_1326,,S11Farm_Box09_18,100,,
SALK_106920C,1H,CofC_S11Farm_1327,,,,I12-K02-8,
SALK_106920C,2A,CofC_S11Farm_1328,,S11Farm_Box08_35,50,,
SALK_106920C,2B,CofC_S11Farm_1329,,S11Farm_Box11_28,>100,I12-V02-18,
SALK_106983C,2,CofC_S11Farm_1330,,S11Farm_Box04_76,100,,
SALK_106983C,1A,CofC_S11Farm_1331,,S11Farm_Box04_52,100,6/6/2016,
SALK_106983C,1B,CofC_S11Farm_1332,,S11Farm_Box06_11,40,9/28/2015,
SALK_106983C,1H,CofC_S11Farm_1333,,,,,
SALK_107620C,1A,CofC_S11Farm_1334,,S11Farm_Box06_43,120,,
SALK_107620C,1B,CofC_S11Farm_1335,,S11Farm_Box10_4,100,,
SALK_107620C,2A,CofC_S11Farm_1336,,S11Farm_Box06_30,180,I12-G02-5,
SALK_107620C,2B,CofC_S11Farm_1337,,S11Farm_Box06_69,10,,
SALK_107689C,2,CofC_S11Farm_1338,,,,I11-V03-10,
SALK_107712C,1A,CofC_S11Farm_1339,,,,,
SALK_107712C,1B,CofC_S11Farm_1340,,S11Farm_Box13_70,50,I12-K04-10,
SALK_107712C,1H,CofC_S11Farm_1341,,,,,
SALK_107712C,2A,CofC_S11Farm_1342,,S11Farm_Box07_3,50,,
SALK_107712C,2B,CofC_S11Farm_1343,,S11Farm_Box12_18,90,,
SALK_107712C,2H,CofC_S11Farm_1344,,,,I12-K05-4,
SALK_107750C,2,CofC_S11Farm_1345,,,,,
SALK_107750C,1A,CofC_S11Farm_1346,,S11Farm_Box13_55,70,,
SALK_107750C,1B,CofC_S11Farm_1347,,,,,
SALK_107750C,1C,CofC_S11Farm_1348,,S11Farm_Box11_59,100,,
SALK_107750C,2B,CofC_S11Farm_1349,,S11Farm_Box14_3,100,,
SALK_107750C,2H,CofC_S11Farm_1350,,Hanna_Box02_60,60,,
SALK_107968C,1,CofC_S11Farm_1351,,S11Farm_Box13_45,50,,
SALK_107968C,2,CofC_S11Farm_1352,,S11Farm_Box13_46,100,I12-G02-3,
SALK_107968C,1H,CofC_S11Farm_1353,,Hanna_Box03_7,>100,,
SALK_108185C,1A,CofC_S11Farm_1354,,S11Farm_Box09_30,100,I11-G03-4,
SALK_108185C,1B,CofC_S11Farm_1355,,S11Farm_Box15_54,50,,
